"scheme","k","N","degree","worst","best"
"NNKC",8,125892541.179417,2,0.010118109911389,1
"NNKC",8,158489319.246111,2,0.012721218134612,1
"NNKC",8,199526231.496888,2,0.0159886058486426,1
"NNKC",8,251188643.150958,2,0.020086632018309,1
"NNKC",8,316227766.016838,2,0.0252214827440964,1
"NNKC",8,398107170.553499,2,0.0316476345787771,1
"NNKC",8,501187233.627271,2,0.0396774771047598,1
"NNKC",8,630957344.480194,2,0.0496918390246782,1
"NNKC",8,794328234.724282,2,0.0621508162200674,1
"NNKC",8,1e+09,2,0.0776037438469783,1
"NNKC",8,1258925411.79417,2,0.0966963003360124,1
"NNKC",8,1584893192.46111,2,0.120171482229684,1
"NNKC",8,1995262314.96888,2,0.148859467311418,1
"NNKC",8,2511886431.50958,2,0.183649198366092,1
"NNKC",8,3162277660.16838,2,0.225432101765049,1
"NNKC",8,3981071705.53499,2,0.275006392042255,1
"NNKC",8,5011872336.27271,2,0.332930403502086,1
"NNKC",8,6309573444.80194,2,0.399318040556606,1
"NNKC",8,7943282347.24282,2,0.473582827967009,1
"NNKC",8,1e+10,2,0.554163813137861,1
"NNKC",8,12589254117.9417,2,0.638308843862686,1
"NNKC",8,15848931924.6111,2,0.722041252527351,1
"NNKC",8,19952623149.6888,2,0.800467920779548,1
"NNKC",8,25118864315.0958,2,0.868547686008123,1
"NNKC",8,31622776601.6838,2,0.922268877732795,1
"NNKC",8,39810717055.3499,2,0.959881768927025,1
"NNKC",8,50118723362.7271,2,0.982553373265116,1
"NNKC",8,63095734448.0194,2,0.993884304021362,1
"NNKC",8,79432823472.4282,2,0.998365817792395,1
"NNKC",8,1e+11,2,0.99968972044751,1
"NNKC",8,125892541179.417,2,0.999961684111768,1
"NNKC",8,158489319246.111,2,0.99999724701744,1
"NNKC",8,199526231496.888,2,0.999999899970688,1
"NNKC",8,251188643150.958,2,0.999999998459427,1
"NNKC",8,316227766016.838,2,0.999999999991947,1
"NNKC",8,398107170553.499,2,0.999999999999989,1
"NNKC",8,501187233627.271,2,1,1
"NNKC",8,630957344480.194,2,1,1
"NNKC",8,794328234724.282,2,1,1
"NNKC",8,1e+12,2,1,1
"NNKC",9,10000,1,5.08052633296785e-09,0.000129991550366193
"NNKC",9,12589.2541179417,1,6.39600372664972e-09,0.000163646911916282
"NNKC",9,15848.9319246111,1,8.05209154908226e-09,0.000206014891037221
"NNKC",9,19952.6231496888,1,1.01369826976949e-08,0.000259350463798436
"NNKC",9,25118.8643150958,1,1.27617051370876e-08,0.000326491926003536
"NNKC",9,31622.7766016838,1,1.60660348358377e-08,0.000411011607399869
"NNKC",9,39810.7170553497,1,2.02259394788129e-08,0.000517405421345374
"NNKC",9,50118.7233627273,1,2.54629490825664e-08,0.000651331195402172
"NNKC",9,63095.7344480193,1,3.20559535582632e-08,0.000819908239223177
"NNKC",9,79432.8234724282,1,4.03560543871251e-08,0.00103209372965618
"NNKC",9,1e+05,1,5.08052621084332e-08,0.00129915536604774
"NNKC",9,125892.541179417,1,6.39600351570735e-08,0.00163526453088447
"NNKC",9,158489.319246111,1,8.05209129373097e-08,0.00205824006315003
"NNKC",9,199526.231496888,1,1.01369822425035e-07,0.0025904799105485
"NNKC",9,251188.643150958,1,1.27617043710337e-07,0.00326012657001762
"NNKC",9,316227.766016838,1,1.60660336590013e-07,0.004102522525535
"NNKC",9,398107.170553497,1,2.02259376247405e-07,0.00516202394341236
"NNKC",9,501187.233627272,1,2.54629461848843e-07,0.00649425461947162
"NNKC",9,630957.344480193,1,3.20559489619399e-07,0.00816889721093905
"NNKC",9,794328.234724282,1,4.03560470707554e-07,0.0102731342010784
"NNKC",9,1e+06,1,5.08052505177048e-07,0.0129158649797124
"NNKC",9,1258925.41179417,1,6.39600167273713e-07,0.0162328344976205
"NNKC",9,1584893.19246111,1,8.05208837273419e-07,0.020392807356468
"NNKC",9,1995262.31496888,1,1.01369776139837e-06,0.0256048993372308
"NNKC",9,2511886.43150958,1,1.27616970413413e-06,0.0321271209354345
"NNKC",9,3162277.66016838,1,1.60660220493991e-06,0.0402760707564995
"NNKC",9,3981071.70553497,1,2.02259192172427e-06,0.0504375051217528
"NNKC",9,5011872.33627272,1,2.54629170115539e-06,0.0630771528027128
"NNKC",9,6309573.44480194,1,3.20559027178202e-06,0.0787505705334809
"NNKC",9,7943282.34724282,1,4.03559737804926e-06,0.0981099575556815
"NNKC",9,1e+07,1,5.08051343672822e-06,0.121904569079439
"NNKC",9,12589254.1179417,1,6.39598326346302e-06,0.150969614478489
"NNKC",9,15848931.9246111,1,8.05205919640617e-06,0.186196314784128
"NNKC",9,19952623.1496888,1,1.01369313724176e-05,0.228473377981956
"NNKC",9,25118864.3150958,1,1.27616237545203e-05,0.278588259540437
"NNKC",9,31622776.6016838,1,1.60659058968671e-05,0.337076775612319
"NNKC",9,39810717.0553497,1,2.02257351284985e-05,0.404014726860495
"NNKC",9,50118723.3627272,1,2.54626252517154e-05,0.478759329168912
"NNKC",9,63095734.4480194,1,3.20554403098194e-05,0.559676038928208
"NNKC",9,79432823.4724282,1,4.03552409167229e-05,0.643929560928372
"NNKC",9,1e+08,1,5.08039728597254e-05,0.727468206965987
"NNKC",9,125892541.179417,1,6.39579917793842e-05,0.805359893887217
"NNKC",9,158489319.246111,1,8.05176744219649e-05,0.872592051820951
"NNKC",9,199526231.496888,1,0.00010136468976718,0.925267559907561
"NNKC",9,251188643.150958,1,0.000127608909137655,0.961820339811099
"NNKC",9,316227766.016838,1,0.000160647444365947,0.983607985086115
"NNKC",9,398107170.553499,1,0.000202238943661892,0.994346006770575
"NNKC",9,501187233.627271,1,0.000254597078959917,0.998519586794332
"NNKC",9,630957344.480194,1,0.000320508167244271,0.999726017268762
"NNKC",9,794328234.724282,1,0.00040347913250649,0.99996723884527
"NNKC",9,1e+09,1,0.000507923597366733,0.999997739670593
"NNKC",9,1258925411.79417,1,0.000639395871074089,0.99999992195891
"NNKC",9,1584893192.46111,1,0.000804885067536176,0.999999998872893
"NNKC",9,1995262314.96888,1,0.00101318465661504,0.999999999994566
"NNKC",9,2511886431.50958,1,0.00127535655916355,0.999999999999993
"NNKC",9,3162277660.16838,1,0.00160531359896843,1
"NNKC",9,3981071705.53499,1,0.00202054990230549,1
"NNKC",9,5011872336.27271,1,0.00254305588379755,1
"NNKC",9,6309573444.80194,1,0.00320046297431376,1
"NNKC",9,7943282347.24282,1,0.00402747340818144,1
"NNKC",9,1e+10,1,0.00506764229704937,1
"NNKC",9,12589254117.9417,1,0.00637559282535227,1
"NNKC",9,15848931924.6111,1,0.0080197603609794,1
"NNKC",9,19952623149.6888,1,0.0100857767127773,1
"NNKC",9,25118864315.0958,1,0.0126806199203718,1
"NNKC",9,31622776601.6838,1,0.0159376646022346,1
"NNKC",9,39810717055.3499,1,0.0200227674423976,1
"NNKC",9,50118723362.7271,1,0.0251415026402008,1
"NNKC",9,63095734448.0194,1,0.0315476083153957,1
"NNKC",9,79432823472.4282,1,0.0395525940394983,1
"NNKC",9,1e+11,1,0.0495362574346924,1
"NNKC",9,125892541179.417,1,0.0619575143943534,1
"NNKC",9,158489319246.111,1,0.0773643945971885,1
"NNKC",9,199526231496.888,1,0.0964012046120865,1
"NNKC",9,251188643150.958,1,0.119809618105957,1
"NNKC",9,316227766016.838,1,0.148418738047646,1
"NNKC",9,398107170553.499,1,0.183116996310235,1
"NNKC",9,501187233627.271,1,0.224796337863357,1
"NNKC",9,630957344480.194,1,0.274257159406416,1
"NNKC",9,794328234724.282,1,0.332062419457495,1
"NNKC",9,1e+12,1,0.398333897317138,1
"NNKC",9,10000,2,3.25153680647006e-08,0.000769703626074203
"NNKC",9,12589.2541179417,2,4.09344229623798e-08,0.000968902877275024
"NNKC",9,15848.9319246111,2,5.15333850037436e-08,0.0012196234122851
"NNKC",9,19952.6231496888,2,6.48766874666862e-08,0.00153517239798195
"NNKC",9,25118.8643150958,2,8.16749098353498e-08,0.00193228328455852
"NNKC",9,31622.7766016838,2,1.02822618419651e-07,0.00243199170300579
"NNKC",9,39810.7170553497,2,1.29446005470157e-07,0.00306073159459674
"NNKC",9,50118.7233627273,2,1.62962863092808e-07,0.00385170478138586
"NNKC",9,63095.7344480193,2,2.05158085186952e-07,0.00484658875488564
"NNKC",9,79432.8234724282,2,2.58278719966754e-07,0.00609766075341189
"NNKC",9,1e+05,2,3.25153633018438e-07,0.00767043094258757
"NNKC",9,125892.541179417,2,4.09344154128632e-07,0.00964689296209997
"NNKC",9,158489.319246111,2,5.15333730577439e-07,0.0121295147018715
"NNKC",9,199526.231496888,2,6.48766685595881e-07,0.0152461030353422
"NNKC",9,251188.643150958,2,8.16748798260214e-07,0.0191556783359607
"NNKC",9,316227.766016838,2,1.02822570846595e-06,0.024055479547416
"NNKC",9,398107.170553497,2,1.29445930119321e-06,0.0301891748591018
"NNKC",9,501187.233627272,2,1.62962743566197e-06,0.0378562555650443
"NNKC",9,630957.344480193,2,2.05157895771801e-06,0.0474224095652903
"NNKC",9,794328.234724282,2,2.58278419817959e-06,0.0593303597272962
"NNKC",9,1e+06,2,3.25153157298974e-06,0.0741101463935047
"NNKC",9,1258925.41179417,2,4.09343400131768e-06,0.0923870490289305
"NNKC",9,1584893.19246111,2,5.15332535477864e-06,0.114884182955452
"NNKC",9,1995262.31496888,2,6.4876479159981e-06,0.142415187607332
"NNKC",9,2511886.43150958,2,8.167457964392e-06,0.175860325233871
"NNKC",9,3162277.66016838,2,1.02822095088273e-05,0.216116902305246
"NNKC",9,3981071.70553497,2,1.29445176086929e-05,0.264012777638761
"NNKC",9,5011872.33627272,2,1.62961548513252e-05,0.320171127038783
"NNKC",9,6309573.44480194,2,2.05156001739093e-05,0.384818021687236
"NNKC",9,7943282.34724282,2,2.58275417985843e-05,0.457535558174438
"NNKC",9,1e+07,2,3.25148399733521e-05,0.536986931688772
"NNKC",9,12589254.1179417,2,4.0933585992442e-05,0.620679038086843
"NNKC",9,15848931.9246111,2,5.15320585099399e-05,0.704878386427385
"NNKC",9,19952623.1496888,2,6.48745851623556e-05,0.784835404337496
"NNKC",9,25118864.3150958,2,8.16715778773069e-05,0.855453287281513
"NNKC",9,31622776.6016838,2,0.000102817337646388,0.912398205696216
"NNKC",9,39810717.0553497,2,0.000129437636123608,0.953365991750752
"NNKC",9,50118723.3627272,2,0.000162949598622619,0.97891391002801
"NNKC",9,63095734.4480194,2,0.000205137062732064,0.992236884570621
"NNKC",9,79432823.4724282,2,0.000258245402266488,0.997793455159321
"NNKC",9,1e+08,2,0.000325100829191127,0.999547172817113
"NNKC",9,125892541.179417,2,0.000409260468023587,0.999938330783318
"NNKC",9,158489319.246111,2,0.00051520110163239,0.99999498801033
"NNKC",9,199526231.496888,2,0.000648556492353847,0.999999787329076
"NNKC",9,251188643.150958,2,0.000816415683037808,0.999999996018175
"NNKC",9,316227766.016838,2,0.00102769779365008,0.999999999973385
"NNKC",9,398107170.553499,2,0.00129362268683664,0.999999999999951
"NNKC",9,501187233.627271,2,0.00162830163955985,1
"NNKC",9,630957344.480194,2,0.00204947800818578,1
"NNKC",9,794328234.724282,2,0.00257945500748868,1
"NNKC",9,1e+09,2,0.00324625633806541,1
"NNKC",9,1258925411.79417,2,0.00408507566431415,1
"NNKC",9,1584893192.46111,2,0.00514008296377078,1
"NNKC",9,1995262314.96888,2,0.00646666947377272,1
"NNKC",9,2511886431.50958,2,0.00813422798194796,1
"NNKC",9,3162277660.16838,2,0.0102295806284965,1
"NNKC",9,3981071705.53499,2,0.0128611803757104,1
"NNKC",9,5011872336.27271,2,0.0161642215087874,1
"NNKC",9,6309573444.80194,2,0.0203067932066273,1
"NNKC",9,7943282347.24282,2,0.0254971888564961,1
"NNKC",9,1e+10,2,0.0319924271966326,1
"NNKC",9,12589254117.9417,2,0.0401079260361934,1
"NNKC",9,15848931924.6111,2,0.0502280599685645,1
"NNKC",9,19952623149.6888,2,0.0628169793430261,1
"NNKC",9,25118864315.0958,2,0.0784284992483633,1
"NNKC",9,31622776601.6838,2,0.0977129963915554,1
"NNKC",9,39810717055.3499,2,0.121417981645052,1
"NNKC",9,50118723362.7271,2,0.150377271074797,1
"NNKC",9,63095734448.0194,2,0.185481474212572,1
"NNKC",9,79432823472.4282,2,0.227620101390213,1
"NNKC",9,1e+11,2,0.277583680107962,1
"NNKC",9,125892541179.417,2,0.335914410488309,1
"NNKC",9,158489319246.111,2,0.402698855618287,1
"NNKC",9,199526231496.888,2,0.477310089491788,1
"NNKC",9,251188643150.958,2,0.558134230447493,1
"NNKC",9,316227766016.838,2,0.642359231787414,1
"NNKC",9,398107170553.499,2,0.725954228965539,1
"NNKC",9,501187233627.271,2,0.803997676162648,1
"NNKC",9,630957344480.194,2,0.87146847348022,1
"NNKC",9,794328234724.282,2,0.924436924431969,1
"NNKC",9,1e+12,2,0.961285336899374,1
"NNKC",10,10000,1,1.86285986636392e-10,1.43332306116184e-05
"NNKC",10,12589.2541179417,1,2.34520181052744e-10,1.80444347662734e-05
"NNKC",10,15848.9319246111,1,2.95243385295407e-10,2.27165444006694e-05
"NNKC",10,19952.6231496888,1,3.71689345968207e-10,2.8598350907294e-05
"NNKC",10,25118.8643150958,1,4.67929139880141e-10,3.60030573927084e-05
"NNKC",10,31622.7766016838,1,5.89088000602089e-10,4.53249525890209e-05
"NNKC",10,39810.7170553497,1,7.41617767197056e-10,5.70603997728236e-05
"NNKC",10,50118.7233627273,1,9.33641497447013e-10,7.18342566161656e-05
"NNKC",10,63095.7344480193,1,1.17538501154257e-09,9.04331300534134e-05
"NNKC",10,79432.8234724282,1,1.47972201158808e-09,0.000113847232555697
"NNKC",10,1e+05,1,1.86285964431931e-09,0.000143323061601919
"NNKC",10,125892.541179417,1,2.34520136643823e-09,0.000180429696294615
"NNKC",10,158489.319246111,1,2.95243363090947e-09,0.000227142223550914
"NNKC",10,199526.231496888,1,3.71689368172667e-09,0.000285946707923812
"NNKC",10,251188.643150958,1,4.67929184289062e-09,0.000359972249620144
"NNKC",10,316227.766016838,1,5.89087945090938e-09,0.000453157091253487
"NNKC",10,398107.170553497,1,7.41617789401516e-09,0.000570457505004618
"NNKC",10,501187.233627272,1,9.33641475242553e-09,0.000718110403417849
"NNKC",10,630957.344480193,1,1.17538497823588e-08,0.000903963372474004
"NNKC",10,794328.234724282,1,1.47972201158808e-08,0.00113788924893732
"NNKC",10,1e+06,1,1.86285964431931e-08,0.00143230660171922
"NNKC",10,1258925.41179417,1,2.34520133313154e-08,0.00180283269819892
"NNKC",10,1584893.19246111,1,2.95243355319386e-08,0.00226910192970242
"NNKC",10,1995262.31496888,1,3.71689360401106e-08,0.00285579043511441
"NNKC",10,2511886.43150958,1,4.67929178737947e-08,0.00359389698918033
"NNKC",10,3162277.66016838,1,5.89087930658039e-08,0.00452234125973316
"NNKC",10,3981071.70553497,1,7.41617760535718e-08,0.00568995332511113
"NNKC",10,5011872.33627272,1,9.33641435274524e-08,0.00715794270160452
"NNKC",10,6309573.44480194,1,1.17538491495317e-07,0.00900295048543953
"NNKC",10,7943282.34724282,1,1.47972191499868e-07,0.0113208032999425
"NNKC",10,1e+07,1,1.86285948555742e-07,0.0142311001414487
"NNKC",10,12589254.1179417,1,2.34520108777225e-07,0.0178827686594412
"NNKC",10,15848931.9246111,1,2.95243315573401e-07,0.022460718669101
"NNKC",10,19952623.1496888,1,3.71689298450661e-07,0.0281936860370225
"NNKC",10,25118864.3150958,1,4.67929080594232e-07,0.0353632810025186
"NNKC",10,31622776.6016838,1,5.89087774782726e-07,0.0443141032427836
"NNKC",10,39810717.0553497,1,7.41617512955983e-07,0.0554645198888726
"NNKC",10,50118723.3627272,1,9.33641043254774e-07,0.0693172634215865
"NNKC",10,63095734.4480194,1,1.17538429278419e-06,0.0864683158096704
"NNKC",10,79432823.4724282,1,1.47972092967574e-06,0.107611509404957
"NNKC",10,1e+08,1,1.86285792380669e-06,0.133534800979822
"NNKC",10,125892541.179417,1,2.34519861319615e-06,0.165102215745113
"NNKC",10,158489319.246111,1,2.95242923353811e-06,0.20321310848005
"NNKC",10,199526231.496888,1,3.71688676792381e-06,0.248728067196139
"NNKC",10,251188643.150958,1,4.67928095315706e-06,0.302349525973955
"NNKC",10,316227766.016838,1,5.89086213220735e-06,0.364447003194194
"NNKC",10,398107170.553499,1,7.41615037980203e-06,0.434825235402739
"NNKC",10,501187233.627271,1,9.33637120670294e-06,0.512452895306142
"NNKC",10,630957344.480194,1,1.17537807591273e-05,0.595204061235234
"NNKC",10,794328234.724282,1,1.47971107657963e-05,0.679712784221841
"NNKC",10,1e+09,1,1.86284230780931e-05,0.761487446145698
"NNKC",10,1258925411.79417,1,2.34517386359379e-05,0.835436663227078
"NNKC",10,1584893192.46111,1,2.95239000804859e-05,0.896861263680894
"NNKC",10,1995262314.96888,1,3.71682459989753e-05,0.942724137096721
"NNKC",10,2511886431.50958,1,4.67918242390564e-05,0.972686400532414
"NNKC",10,3162277660.16838,1,5.89070597455388e-05,0.989247295552906
"NNKC",10,3981071705.53499,1,7.41590288786398e-05,0.996674724589016
"NNKC",10,5011872336.27271,1,9.33597896128902e-05,0.999241132738571
"NNKC",10,6309573444.80194,1,0.00011753159097494,0.999881869656542
"NNKC",10,7943282347.24282,1,0.000147961255095086,0.999988639536726
"NNKC",10,1e+10,1,0.00018626861573956,0.999999404183637
"NNKC",10,12589254117.9417,1,0.000234492638625405,0.999999985434317
"NNKC",10,15848931924.6111,1,0.000295199779162925,0.999999999863787
"NNKC",10,19952623149.6888,1,0.000371620299617903,0.99999999999962
"NNKC",10,25118864315.0958,1,0.00046781972831722,1
"NNKC",10,31622776601.6838,1,0.000588914470106339,1
"NNKC",10,39810717055.3499,1,0.000741342857450755,1
"NNKC",10,50118723362.7271,1,0.000933205771496692,1
"NNKC",10,63095734448.0194,1,0.00117469448916507,1
"NNKC",10,79432823472.4282,1,0.00147862777557461,1
"NNKC",10,1e+11,1,0.00186112561280161,1
"NNKC",10,125892541179.417,1,0.0023424535270089,1
"NNKC",10,158489319246.111,1,0.00294807944604991,1
"NNKC",10,199526231496.888,1,0.0037099945766218,1
"NNKC",10,251188643150.958,1,0.00466836107087976,1
"NNKC",10,316227766016.838,1,0.00587356227412805,1
"NNKC",10,398107170553.499,1,0.00738874588776683,1
"NNKC",10,501187233627.271,1,0.00929296579478534,1
"NNKC",10,630957344480.194,1,0.011685043187232,1
"NNKC",10,794328234724.282,1,0.01468827938325,1
"NNKC",10,1e+12,1,0.018456156714961,1
"NNKC",10,10000,2,1.28706667545941e-09,9.43288840843381e-05
"NNKC",10,12589.2541179417,2,1.62032098849352e-09,0.000118751578985554
"NNKC",10,15848.9319246111,2,2.03986316726912e-09,0.000149497082019501
"NNKC",10,19952.6231496888,2,2.56803567300068e-09,0.000188202032820439
"NNKC",10,25118.8643150958,2,3.23296533988326e-09,0.000236926548510374
"NNKC",10,31622.7766016838,2,4.07006217617578e-09,0.000298263703144341
"NNKC",10,39810.7170553497,2,5.1239047449414e-09,0.000375477254987322
"NNKC",10,50118.7233627273,2,6.4506138208742e-09,0.000472674877737278
"NNKC",10,63095.7344480193,2,8.12084166579297e-09,0.000595025996735776
"NNKC",10,79432.8234724282,2,1.02235339083379e-08,0.000749035634070694
"NNKC",10,1e+05,2,1.28706666435718e-08,0.000942888534320008
"NNKC",10,125892.541179417,2,1.62032093298237e-08,0.00118688140358114
"NNKC",10,158489.319246111,2,2.03986318947358e-08,0.00149396549904168
"NNKC",10,199526.231496888,2,2.56803559528507e-08,0.00188042722764314
"NNKC",10,251188.643150958,2,3.23296526216765e-08,0.00236674104188117
"NNKC",10,316227.766016838,2,4.0700621095624e-08,0.00297863695820288
"NNKC",10,398107.170553497,2,5.12390458951018e-08,0.00374843465541241
"NNKC",10,501187.233627272,2,6.45061364323851e-08,0.0047167074702843
"NNKC",10,630957.344480193,2,8.12084137713498e-08,0.0059343527045943
"NNKC",10,794328.234724282,2,1.02235334642486e-07,0.00746515925747926
"NNKC",10,1e+06,2,1.28706659108246e-07,0.00938897902367664
"NNKC",10,1258925.41179417,2,1.62032081085783e-07,0.0118056233170981
"NNKC",10,1584893.19246111,2,2.03986300073566e-07,0.0148396170968073
"NNKC",10,1995262.31496888,2,2.56803530107597e-07,0.0186459472658761
"NNKC",10,2511886.43150958,2,3.23296479032287e-07,0.0234169288718071
"NNKC",10,3162277.66016838,2,4.07006136016186e-07,0.0293902718700022
"NNKC",10,3981071.70553497,2,5.12390340379199e-07,0.0368583411782917
"NNKC",10,5011872.33627272,2,6.45061177473316e-07,0.0461784336268025
"NNKC",10,6309573.44480194,2,8.12083840728839e-07,0.0577836025432141
"NNKC",10,7943282.34724282,2,1.02235287613439e-06,0.072193081812938
"NNKC",10,1e+07,2,1.28706584512361e-06,0.0900206147810007
"NNKC",10,12589254.1179417,2,1.62031962913645e-06,0.111977883660675
"NNKC",10,15848931.9246111,2,2.03986112845556e-06,0.138868673079019
"NNKC",10,19952623.1496888,2,2.56803233300573e-06,0.171567356739217
"NNKC",10,25118864.3150958,2,3.23296008741814e-06,0.210972906776153
"NNKC",10,31622776.6016838,2,4.07005390590243e-06,0.257927396789682
"NNKC",10,39810717.0553497,2,5.12389158957571e-06,0.313087090595952
"NNKC",10,50118723.3627272,2,6.45059305037776e-06,0.376736953460485
"NNKC",10,63095734.4480194,2,8.12080873047183e-06,0.448549442334694
"NNKC",10,79432823.4724282,2,1.02234817267455e-05,0.527310380491607
"NNKC",10,1e+08,2,1.28705839077536e-05,0.610672089680641
"NNKC",10,125892541.179417,2,1.62030781474254e-05,0.695043551729361
"NNKC",10,158489319.246111,2,2.03984240391142e-05,0.775769912555877
"NNKC",10,199526231.496888,2,2.56800265661106e-05,0.847744835297319
"NNKC",10,251188643.150958,2,3.23291305370788e-05,0.90647684257799
"NNKC",10,316227766.016838,2,4.06997936266418e-05,0.949363464920718
"NNKC",10,398107170.553499,2,5.12377344701331e-05,0.976610723765109
"NNKC",10,501187233.627271,2,6.45040580793399e-05,0.991154675257354
"NNKC",10,630957344.480194,2,8.12051197300878e-05,0.997399446441749
"NNKC",10,794328234.724282,2,0.000102230114014445,0.999443121243583
"NNKC",10,1e+09,2,0.000128698384996295,0.999919987951896
"NNKC",10,1258925411.79417,2,0.000162018967695965,0.99999304370151
"NNKC",10,1584893192.46111,2,0.000203965517103,0.999999678679183
"NNKC",10,1995262314.96888,2,0.000256770591824274,0.999999993305466
"NNKC",10,2511886431.50958,2,0.0003232442766542,0.999999999948809
"NNKC",10,3162277660.16838,2,0.000406923403061699,0.999999999999889
"NNKC",10,3981071705.53499,2,0.000512259222097411,1
"NNKC",10,5011872336.27271,2,0.000644853378188315,1
"NNKC",10,6309573444.80194,2,0.000811754519334018,1
"NNKC",10,7943282347.24282,2,0.00102183097350028,1
"NNKC",10,1e+10,2,0.00128623875836187,1
"NNKC",10,12589254117.9417,2,0.00161900893061262,1
"NNKC",10,15848931924.6111,2,0.00203778410196231,1
"NNKC",10,19952623149.6888,2,0.00256474104767457,1
"NNKC",10,25118864315.0958,2,0.00322774490841637,1
"NNKC",10,31622776601.6838,2,0.00406179071107371,1
"NNKC",10,39810717055.3499,2,0.00511079990914765,1
"NNKC",10,50118723362.7271,2,0.00642985330940715,1
"NNKC",10,63095734448.0194,2,0.00808795674748908,1
"NNKC",10,79432823472.4282,2,0.0101714513040795,1
"NNKC",10,1e+11,2,0.0127881939092349,1
"NNKC",10,125892541179.417,2,0.0160726435673955,1
"NNKC",10,158489319246.111,2,0.0201919874686677,1
"NNKC",10,199526231496.888,2,0.0253534205415283,1
"NNKC",10,251188643150.958,2,0.0318126365329042,1
"NNKC",10,316227766016.838,2,0.0398834751994972,1
"NNKC",10,398107170553.499,2,0.0499484637433225,1
"NNKC",10,501187233627.271,2,0.0624696408378131,1
"NNKC",10,630957344480.194,2,0.0779984894112657,1
"NNKC",10,794328234724.282,2,0.0971829421820914,1
"NNKC",10,1e+12,2,0.120768164867674,1
"NNN",6,10000,1,2.52327040706213e-06,0.0782696067952361
"NNN",6,12589.2541179417,1,3.17660819859622e-06,0.0975171441125013
"NNN",6,15848.9319246111,1,3.99911113990736e-06,0.121177889229163
"NNN",6,19952.6231496888,1,5.03458003198176e-06,0.150084965151056
"NNN",6,25118.8643150958,1,6.33815660888715e-06,0.185128671591607
"NNN",6,31622.7766016838,1,7.97925987139347e-06,0.227198903536945
"NNN",6,39810.7170553497,1,1.00452826424791e-05,0.277087689571173
"NNN",6,50118.7233627273,1,1.26462451408571e-05,0.33534036211251
"NNN",6,63095.7344480193,1,1.5920653305912e-05,0.402048776266575
"NNN",6,79432.8234724282,1,2.00428737079372e-05,0.476593816931071
"NNN",6,1e+05,1,2.52324175625818e-05,0.557371797647026
"NNN",6,125892.541179417,1,3.17656279021916e-05,0.641582170640077
"NNN",6,158489.319246111,1,3.99903917266409e-05,0.725204415284687
"NNN",6,199526.231496888,1,5.0344659720758e-05,0.803322300850297
"NNN",6,251188.643150958,1,6.33797583690088e-05,0.870910662375445
"NNN",6,316227.766016838,1,7.97897336884956e-05,0.924023847639122
"NNN",6,398107.170553497,1,0.000100448285699439,0.961018710287452
"NNN",6,501187.233627272,1,0.00012645525491306,0.98317352803964
"NNN",6,630957.344480193,1,0.000159195127519274,0.99415670798763
"NNN",6,794328.234724282,1,0.00020041066079024,0.998456919840908
"NNN",6,1e+06,1,0.000252295527183644,0.999711337201028
"NNN",6,1258925.41179417,1,0.000317610875387953,0.999965013858086
"NNN",6,1584893.19246111,1,0.000399831959526087,0.999997544739912
"NNN",6,1995262.31496888,1,0.000503332556204161,0.99999991339336
"NNN",6,2511886.43150958,1,0.000633616849518015,0.999999998714998
"NNN",6,3162277.66016838,1,0.000797610909761604,0.999999999993591
"NNN",6,3981071.70553497,1,0.00100402893497953,0.999999999999992
"NNN",6,5011872.33627272,1,0.00126383319981593,1
"NNN",6,6309573.44480194,1,0.00159081132020944,1
"NNN",6,7943282.34724282,1,0.00200230017400616,1
"NNN",6,1e+07,1,0.00252009281162424,1
"NNN",6,12589254.1179417,1,0.00317157314641869,1
"NNN",6,15848931.9246111,1,0.00399113330840761,1
"NNN",6,19952623.1496888,1,0.00502194038570891,1
"NNN",6,25118864.3150958,1,0.00631813282272153,1
"NNN",6,31622776.6016838,1,0.00794754166154787,1
"NNN",6,39810717.0553497,1,0.00999504725831291,1
"NNN",6,50118723.3627272,1,0.0125666963597414,1
"NNN",6,63095734.4480194,1,0.0157947143304561,1
"NNN",6,79432823.4724282,1,0.0198435474193291,1
"NNN",6,1e+08,1,0.024917051194848,1
"NNN",6,125892541.179417,1,0.0312668891621994,1
"NNN",6,158489319.246111,1,0.0392020975656572,1
"NNN",6,199526231.496888,1,0.0490995745852437,1
"NNN",6,251188643.150958,1,0.0614149154827867,1
"NNN",6,316227766.016838,1,0.07669247217064,1
"NNN",6,398107170.553499,1,0.0955726798230904,1
"NNN",6,501187233.627271,1,0.118793467639263,1
"NNN",6,630957344.480194,1,0.147180875607452,1
"NNN",6,794328234.724282,1,0.181621835721871,1
"NNN",6,1e+09,1,0.223009658391704,1
"NNN",6,1258925411.79417,1,0.272150748544504,1
"NNN",6,1584893192.46111,1,0.329620905308707,1
"NNN",6,1995262314.96888,1,0.395563869080644,1
"NNN",6,2511886431.50958,1,0.469437582249486,1
"NNN",6,3162277660.16838,1,0.549739588145814,1
"NNN",6,3981071705.53499,1,0.633784495833734,1
"NNN",6,5011872336.27271,1,0.717656964829509,1
"NNN",6,6309573444.80194,1,0.796497706539335,1
"NNN",6,7943282347.24282,1,0.865246413946124,1
"NNN",6,1e+10,1,0.919803354409801,1
"NNN",6,12589254117.9417,1,0.958273265648036,1
"NNN",6,15848931924.6111,1,0.981668220423252,1
