"scheme","k","n","cov","eff","div"
"NNB",7,6.8e+08,0.277046673230025,0.364182634682775,0.235939642263271
"NNB",7,6.9e+08,0.279624204945744,0.362243730929485,0.235939642263271
"NNB",7,7e+08,0.282178109298836,0.360330053238117,0.235939642263271
"NNB",7,7.1e+08,0.28470878988227,0.358441043831902,0.235939642263271
"NNB",7,7.2e+08,0.287216639675675,0.356576162745322,0.235939642263271
"NNB",7,7.3e+08,0.289702041429224,0.354734887074234,0.235939642263271
"NNB",7,7.4e+08,0.292165368029728,0.352916710265282,0.235939642263271
"NNB",7,7.5e+08,0.294606982849945,0.351121141442164,0.235939642263271
"NNB",7,7.6e+08,0.297027240082036,0.349347704766447,0.235939642263271
"NNB",7,7.7e+08,0.299426485056064,0.347595938830807,0.235939642263271
"NNB",7,7.8e+08,0.30180505454434,0.345865396082742,0.235939642263271
"NNB",7,7.9e+08,0.30416327705239,0.34415564227691,0.235939642263271
"NNB",7,8e+08,0.306501473097266,0.342466255954393,0.235939642263271
"NNB",7,8.1e+08,0.308819955473862,0.340796827947313,0.235939642263271
"NNB",7,8.2e+08,0.311119029509883,0.339146960907307,0.235939642263271
"NNB",7,8.3e+08,0.313398993310037,0.337516268856496,0.235939642263271
"NNB",7,8.4e+08,0.315660137990025,0.335904376759671,0.235939642263271
"NNB",7,8.5e+08,0.317902747900838,0.334310920116471,0.235939642263271
"NNB",7,8.6e+08,0.320127100843851,0.332735544572467,0.235939642263271
"NNB",7,8.7e+08,0.322333468277187,0.331177905548081,0.235939642263271
"NNB",7,8.8e+08,0.324522115513764,0.329637667884371,0.235939642263271
"NNB",7,8.9e+08,0.326693301911448,0.328114505504762,0.235939642263271
"NNB",7,9e+08,0.328847281055697,0.326608101091864,0.235939642263271
"NNB",7,9.1e+08,0.330984300935049,0.325118145778584,0.235939642263271
"NNB",7,9.2e+08,0.333104604109795,0.323644338852749,0.235939642263271
"NNB",7,9.3e+08,0.335208427874176,0.322186387474565,0.235939642263271
"NNB",7,9.4e+08,0.337296004412384,0.320744006406223,0.235939642263271
"NNB",7,9.5e+08,0.339367560948679,0.319316917753036,0.235939642263271
"NNB",7,9.6e+08,0.341423319891868,0.317904850715518,0.235939642263271
"NNB",7,9.7e+08,0.343463498974432,0.316507541351855,0.235939642263271
"NNB",7,9.8e+08,0.345488311386512,0.31512473235024,0.235939642263271
"NNB",7,9.9e+08,0.347497965905018,0.313756172810587,0.235939642263271
"NNB",7,1e+09,0.349492667018045,0.312401618035168,0.235939642263271
"NNB",7,1.1e+09,0.368659389647278,0.299576554293355,0.235939642263271
"NNB",7,1.2e+09,0.386527989436896,0.287922038408444,0.235939642263271
"NNB",7,1.3e+09,0.403247609502666,0.27727049381057,0.235939642263271
"NNB",7,1.4e+09,0.418943005128721,0.26748665181164,0.235939642263271
"NNB",7,1.5e+09,0.433719668887168,0.258459836444451,0.235939642263271
"NNB",7,1.6e+09,0.447667656310189,0.250098416525027,0.235939642263271
"NNB",7,1.7e+09,0.460864493399255,0.242325733034204,0.235939642263271
"NNB",7,1.8e+09,0.473377421475816,0.235077054965513,0.235939642263271
"NNB",7,1.9e+09,0.485265154780217,0.228297267252367,0.235939642263271
"NNB",7,2e+09,0.496579273827924,0.221939089523962,0.235939642263271
"NNB",7,2.1e+09,0.507365342432023,0.215961686165735,0.235939642263271
"NNB",7,2.2e+09,0.517663812286767,0.210329569139155,0.235939642263271
"NNB",7,2.3e+09,0.527510762264081,0.205011722785308,0.235939642263271
"NNB",7,2.4e+09,0.536938507701305,0.199980899006263,0.235939642263271
"NNB",7,2.5e+09,0.545976106407128,0.195213044674635,0.235939642263271
"NNB",7,2.6e+09,0.554649781866966,0.190686832712844,0.235939642263271
"NNB",7,2.7e+09,0.562983279508402,0.186383275215592,0.235939642263271
"NNB",7,2.8e+09,0.570998168428287,0.18228540206386,0.235939642263271
"NNB",7,2.9e+09,0.578714098365455,0.178377992237843,0.235939642263271
"NNB",7,3e+09,0.586149019702033,0.174647347851401,0.235939642263271
"NNB",7,3.1e+09,0.593319372732386,0.171081103060222,0.235939642263271
"NNB",7,3.2e+09,0.600240251237114,0.167668061622224,0.235939642263271
"NNB",7,3.3e+09,0.606925544456709,0.164398058141527,0.235939642263271
"NNB",7,3.4e+09,0.613388060814046,0.161261839000497,0.235939642263271
"NNB",7,3.5e+09,0.61963963614143,0.158250959746019,0.235939642263271
"NNB",7,3.6e+09,0.625691228692198,0.155357696296706,0.235939642263271
"NNB",7,3.7e+09,0.631553002833184,0.15257496781437,0.235939642263271
"NNB",7,3.8e+09,0.637234403003037,0.149896269463935,0.235939642263271
"NNB",7,3.9e+09,0.642744219267385,0.147315613591983,0.235939642263271
"NNB",7,4e+09,0.648090645593486,0.14482747810157,0.235939642263271
"NNB",7,4.1e+09,0.65328133179528,0.142426761001971,0.235939642263271
"NNB",7,4.2e+09,0.658323429957469,0.140108740276316,0.235939642263271
"NNB",7,4.3e+09,0.663223636028936,0.137869038344904,0.235939642263271
"NNB",7,4.4e+09,0.667988227176873,0.135703590513209,0.235939642263271
"NNB",7,4.5e+09,0.672623095410047,0.13360861688572,0.235939642263271
"NNB",7,4.6e+09,0.677133777909697,0.131580597303431,0.235939642263271
"NNB",7,4.7e+09,0.681525484447485,0.129616248926785,0.235939642263271
"NNB",7,4.8e+09,0.685803122219783,0.127712506139631,0.235939642263271
"NNB",7,4.9e+09,0.689971318384865,0.125866502494858,0.235939642263271
"NNB",7,5e+09,0.694034440553135,0.124075554460625,0.235939642263271
"NNB",7,5.1e+09,0.697996615449265,0.122337146758382,0.235939642263271
"NNB",7,5.2e+09,0.701861745938248,0.120648919111423,0.235939642263271
"NNB",7,5.3e+09,0.705633526584267,0.119008654246147,0.235939642263271
"NNB",7,5.4e+09,0.709315457891219,0.117414267008297,0.235939642263271
"NNB",7,5.5e+09,0.712910859356449,0.115863794473624,0.235939642263271
"NNB",7,5.6e+09,0.71642288145414,0.114355386947286,0.235939642263271
"NNB",7,5.7e+09,0.719854516651726,0.112887299759032,0.235939642263271
"NNB",7,5.8e+09,0.723208609551193,0.111457885772293,0.235939642263271
"NNB",7,5.9e+09,0.726487866237146,0.110065588534881,0.235939642263271
"NNB",7,6e+09,0.729694862904704,0.108708936007332,0.235939642263271
"NNB",7,6.1e+09,0.732832053832566,0.107386534812173,0.235939642263271
"NNB",7,6.2e+09,0.735901778759762,0.106097064953739,0.235939642263271
"NNB",7,6.3e+09,0.738906269718641,0.104839274963715,0.235939642263271
"NNB",7,6.4e+09,0.741847657371268,0.103611977432427,0.235939642263271
"NNB",7,6.5e+09,0.744727976891759,0.102414044890183,0.235939642263271
"NNB",7,6.6e+09,0.747549173432857,0.101244406006733,0.235939642263271
"NNB",7,6.7e+09,0.750313107211365,0.100102042080226,0.235939642263271
"NNB",7,6.8e+09,0.753021558243725,0.0989859837899718,0.235939642263271
"NNB",7,6.9e+09,0.755676230760095,0.0978953081899264,0.235939642263271
"NNB",7,7e+09,0.758278757322621,0.0968291359221043,0.235939642263271
"NNB",7,7.1e+09,0.760830702671249,0.0957866286311748,0.235939642263271
"NNB",7,7.2e+09,0.763333567318319,0.0947669865633194,0.235939642263271
"NNB",7,7.3e+09,0.765788790911241,0.0937694463340464,0.235939642263271
"NNB",7,7.4e+09,0.768197755380894,0.0927932788511104,0.235939642263271
"NNB",7,7.5e+09,0.770561787891816,0.0918377873799743,0.235939642263271
"NNB",7,7.6e+09,0.772882163608884,0.0909023057404152,0.235939642263271
"NNB",7,7.7e+09,0.77516010829392,0.089986196623911,0.235939642263271
"NNB",7,7.8e+09,0.777396800744542,0.0890888500223795,0.235939642263271
"NNB",7,7.9e+09,0.77959337508653,0.0882096817596805,0.235939642263271
"NNB",7,8e+09,0.781750922930089,0.0873481321180467,0.235939642263271
"NNB",7,8.1e+09,0.783870495399498,0.086503664552289,0.235939642263271
"NNB",7,8.2e+09,0.785953105044919,0.085675764485238,0.235939642263271
"NNB",7,8.3e+09,0.787999727644408,0.0848639381784378,0.235939642263271
"NNB",7,8.4e+09,0.790011303903561,0.0840677116726112,0.235939642263271
"NNB",7,8.5e+09,0.791988741059632,0.0832866297928698,0.235939642263271
"NNB",7,8.6e+09,0.793932914396448,0.0825202552140571,0.235939642263271
"NNB",7,8.7e+09,0.795844668675969,0.0817681675819847,0.235939642263271
"NNB",7,8.8e+09,0.79772481949187,0.0810299626866658,0.235939642263271
"NNB",7,8.9e+09,0.79957415455017,0.0803052516839568,0.235939642263271
"NNB",7,9e+09,0.801393434881518,0.0795936603623028,0.235939642263271
"NNB",7,9.1e+09,0.803183395989437,0.0788948284515388,0.235939642263271
"NNB",7,9.2e+09,0.804944748938508,0.0782084089709329,0.235939642263271
"NNB",7,9.3e+09,0.806678181386189,0.0775340676138743,0.235939642263271
"NNB",7,9.4e+09,0.808384358561705,0.0768714821668032,0.235939642263271
"NNB",7,9.5e+09,0.810063924195203,0.0762203419601611,0.235939642263271
"NNB",7,9.6e+09,0.811717501400157,0.0755803473493014,0.235939642263271
"NNB",7,9.7e+09,0.81334569351177,0.0749512092234564,0.235939642263271
"NNB",7,9.8e+09,0.814949084883978,0.0743326485409898,0.235939642263271
"NNB",7,9.9e+09,0.816528241647441,0.073724395889294,0.235939642263271
"NNB",7,1e+10,0.818083712430787,0.0731261910678083,0.235939642263271
"NNB",7,1.1e+10,0.832445157984876,0.0676453819081882,0.235939642263271
"NNB",7,1.2e+10,0.844934318286502,0.0629385757022946,0.235939642263271
"NNB",7,1.3e+10,0.855894024768567,0.0588507292553529,0.235939642263271
"NNB",7,1.4e+10,0.865587204175545,0.0552659956751816,0.235939642263271
"NNB",7,1.5e+10,0.874219168569616,0.0520959872317638,0.235939642263271
"NNB",7,1.6e+10,0.88195275903513,0.0492720404021612,0.235939642263271
"NNB",7,1.7e+10,0.888918903440984,0.0467399697675744,0.235939642263271
"NNB",7,1.8e+10,0.895224144037677,0.0444564201347636,0.235939642263271
"NNB",7,1.9e+10,0.900956111277148,0.0423862739973675,0.235939642263271
"NNB",7,2e+10,0.906187574143812,0.040500773138006,0.235939642263271
"NNB",7,2.1e+10,0.910979484096219,0.03877613407821,0.235939642263271
"NNB",7,2.2e+10,0.915383294792849,0.0371925117076379,0.235939642263271
"NNB",7,2.3e+10,0.919442752298742,0.0357332126916619,0.235939642263271
"NNB",7,2.4e+10,0.923195292517671,0.0343840908983077,0.235939642263271
"NNB",7,2.5e+10,0.926673143447815,0.0331330773687318,0.235939642263271
"NNB",7,2.6e+10,0.929904202944605,0.0319698110380578,0.235939642263271
"NNB",7,2.7e+10,0.932912743870501,0.0308853458036587,0.235939642263271
"NNB",7,2.8e+10,0.935719985179564,0.0298719160846254,0.235939642263271
"NNB",7,2.9e+10,0.938344557903851,0.0289227476467138,0.235939642263271
"NNB",7,3e+10,0.940802888037395,0.0280319037862069,0.235939642263271
"NNB",7,3.1e+10,0.943109513182303,0.0271941593747003,0.235939642263271
"NNB",7,3.2e+10,0.94527734600407,0.0264048970346863,0.235939642263271
"NNB",7,3.3e+10,0.947317894674901,0.0256600210272385,0.235939642263271
"NNB",7,3.4e+10,0.949241448308531,0.0249558854156007,0.235939642263271
"NNB",7,3.5e+10,0.951057233726017,0.0242892338114058,0.235939642263271
"NNB",7,3.6e+10,0.952773548608579,0.0236571485768875,0.235939642263271
"NNB",7,3.7e+10,0.954397875096301,0.0230570077921685,0.235939642263271
"NNB",7,3.8e+10,0.955936977110826,0.0224864486343278,0.235939642263271
"NNB",7,3.9e+10,0.957396984065003,0.0219433360784497,0.235939642263271
"NNB",7,4e+10,0.958783463134578,0.0214257360379137,0.235939642263271
"NNB",7,4.1e+10,0.96010148187764,0.0209318922249376,0.235939642263271
"NNB",7,4.2e+10,0.961355662675201,0.02046020614269,0.235939642263271
"NNB",7,4.3e+10,0.962550230214099,0.0200092197245657,0.235939642263271
"NNB",7,4.4e+10,0.963689053029026,0.0195776002201436,0.235939642263271
"NNB",7,4.5e+10,0.964775679953774,0.0191641269952264,0.235939642263271
"NNB",7,4.6e+10,0.965813372195353,0.018767679968559,0.235939642263271
"NNB",7,4.7e+10,0.966805131632333,0.0183872294529004,0.235939642263271
"NNB",7,4.8e+10,0.967753725846067,0.0180218272051198,0.235939642263271
"NNB",7,4.9e+10,0.968661710316487,0.0176705985204758,0.235939642263271
"NNB",7,5e+10,0.969531448150143,0.0173327352314631,0.235939642263271
"NNB",7,5.1e+10,0.970365127654577,0.0170074894925795,0.235939642263271
"NNB",7,5.2e+10,0.971164778028238,0.0166941682498394,0.235939642263271
"NNB",7,5.3e+10,0.97193228339733,0.0163921283085021,0.235939642263271
"NNB",7,5.4e+10,0.972669395399051,0.0161007719247672,0.235939642263271
"NNB",7,5.5e+10,0.973377744483641,0.0158195428575544,0.235939642263271
"NNB",7,5.6e+10,0.974058850084652,0.0155479228252412,0.235939642263271
"NNB",7,5.7e+10,0.974714129787294,0.0152854283196639,0.235939642263271
"NNB",7,5.8e+10,0.975344907607917,0.0150316077360049,0.235939642263271
"NNB",7,5.9e+10,0.975952421483387,0.0147860387825867,0.235939642263271
"NNB",7,6e+10,0.976537830056733,0.0145483261392016,0.235939642263271
"NNB",7,6.1e+10,0.977102218834851,0.0143180993365683,0.235939642263271
"NNB",7,6.2e+10,0.977646605784855,0.014095010832909,0.235939642263271
"NNB",7,6.3e+10,0.978171946427721,0.0138787342665772,0.235939642263271
"NNB",7,6.4e+10,0.978679138480981,0.0136689628662034,0.235939642263271
"NNB",7,6.5e+10,0.979169026096229,0.0134654080020242,0.235939642263271
"NNB",7,6.6e+10,0.979642403731969,0.0132677978639702,0.235939642263271
"NNB",7,6.7e+10,0.980100019697776,0.013075876253749,0.235939642263271
"NNB",7,6.8e+10,0.980542579401748,0.0128894014796086,0.235939642263271
"NNB",7,6.9e+10,0.980970748329724,0.0127081453437336,0.235939642263271
"NNB",7,7e+10,0.981385154781671,0.0125318922133354,0.235939642263271
"NNB",7,7.1e+10,0.981786392387921,0.0123604381674694,0.235939642263271
"NNB",7,7.2e+10,0.982175022425575,0.012193590212471,0.235939642263271
"NNB",7,7.3e+10,0.982551575953264,0.0120311655596512,0.235939642263271
"NNB",7,7.4e+10,0.982916555780595,0.0118729909595607,0.235939642263271
"NNB",7,7.5e+10,0.983270438286965,0.0117189020877182,0.235939642263271
"NNB",7,7.6e+10,0.983613675102953,0.0115687429772165,0.235939642263271
"NNB",7,7.7e+10,0.983946694666183,0.0114223654940852,0.235939642263271
"NNB",7,7.8e+10,0.984269903662423,0.0112796288516935,0.235939642263271
"NNB",7,7.9e+10,0.984583688361609,0.0111403991608459,0.235939642263271
"NNB",7,8e+10,0.984888415857589,0.0110045490125447,0.235939642263271
"NNB",7,8.1e+10,0.98518443521954,0.0108719570906842,0.235939642263271
"NNB",7,8.2e+10,0.985472078562265,0.0107425078122,0.235939642263271
"NNB",7,8.3e+10,0.985751662041942,0.0106160909924286,0.235939642263271
"NNB",7,8.4e+10,0.986023486783259,0.0104926015336404,0.235939642263271
"NNB",7,8.5e+10,0.98628783974337,0.0103719391348936,0.235939642263271
"NNB",7,8.6e+10,0.986544994517598,0.0102540080215255,0.235939642263271
"NNB",7,8.7e+10,0.986795212091401,0.0101387166927473,0.235939642263271
"NNB",7,8.8e+10,0.987038741542696,0.0100259776859448,0.235939642263271
"NNB",7,8.9e+10,0.987275820698313,0.00991570735640734,0.235939642263271
"NNB",7,9e+10,0.987506676748001,0.00980782567132052,0.235939642263271
"NNB",7,9.1e+10,0.987731526819144,0.00970225601695554,0.235939642263271
"NNB",7,9.2e+10,0.987950578515063,0.00959892501807951,0.235939642263271
"NNB",7,9.3e+10,0.98816403041955,0.00949776236869217,0.235939642263271
"NNB",7,9.4e+10,0.988372072570065,0.00939870067326849,0.235939642263271
"NNB",7,9.5e+10,0.988574886901831,0.0093016752977544,0.235939642263271
"NNB",7,9.6e+10,0.988772647664866,0.00920662422962321,0.235939642263271
"NNB",7,9.7e+10,0.988965521815856,0.00911348794635651,0.235939642263271
"NNB",7,9.8e+10,0.989153669386609,0.00902220929176367,0.235939642263271
"NNB",7,9.9e+10,0.989337243830679,0.00893273335959996,0.235939642263271
"NNB",7,1e+11,0.989516392349667,0.00884500738398603,0.235939642263271
"NNB",7,1.1e+11,0.991092931724073,0.0080537269308255,0.235939642263271
"NNB",7,1.2e+11,0.992352276322179,0.00739196379113929,0.235939642263271
"NNB",7,1.3e+11,0.993373803515002,0.00683037514788461,0.235939642263271
"NNB",7,1.4e+11,0.994213419003573,0.00634785198415614,0.235939642263271
"NNB",7,1.5e+11,0.994911469072695,0.00592882163340703,0.235939642263271
"NNB",7,1.6e+11,0.99549768906972,0.0055615453156202,0.235939642263271
"NNB",7,1.7e+11,0.995994398734575,0.00523700732488902,0.235939642263271
"NNB",7,1.8e+11,0.996418623353182,0.00494816915349275,0.235939642263271
"NNB",7,1.9e+11,0.996783536329429,0.00468945596329135,0.235939642263271
"NNB",7,2e+11,0.997099461441825,0.00445639514777484,0.235939642263271
"NNB",7,2.1e+11,0.997374582539487,0.00424535691680462,0.235939642263271
"NNB",7,2.2e+11,0.997615454703158,0.00405336482431267,0.235939642263271
"NNB",7,2.3e+11,0.997827378102331,0.00387795518993974,0.235939642263271
"NNB",7,2.4e+11,0.998014675258217,0.00371707130550243,0.235939642263271
"NNB",7,2.5e+11,0.998180899290173,0.00356898278514036,0.235939642263271
"NNB",7,2.6e+11,0.998328992147631,0.00343222335501969,0.235939642263271
"NNB",7,2.7e+11,0.998461406125484,0.00330554234599175,0.235939642263271
"NNB",7,2.8e+11,0.998580198102352,0.00318786649360255,0.235939642263271
"NNB",7,2.9e+11,0.998687103290588,0.00307826957839735,0.235939642263271
"NNB",7,3e+11,0.998783593439903,0.00297594809184265,0.235939642263271
"NNB",7,3.1e+11,0.998870923132622,0.00288020157773256,0.235939642263271
"NNB",7,3.2e+11,0.998950166876721,0.00279041663387636,0.235939642263271
"NNB",7,3.3e+11,0.999022249029266,0.00270605380314994,0.235939642263271
"NNB",7,3.4e+11,0.999087968090908,0.00262663676309234,0.235939642263271
"NNB",7,3.5e+11,0.999148016549123,0.00255174335734619,0.235939642263271
"NNB",7,3.6e+11,0.999202997177621,0.00248099811305881,0.235939642263271
"NNB",7,3.7e+11,0.999253436496415,0.00241406596481832,0.235939642263271
"NNB",7,3.8e+11,0.999299795943253,0.00235064696416353,0.235939642263271
"NNB",7,3.9e+11,0.99934248118989,0.00229047179876354,0.235939642263271
"NNB",7,4e+11,0.999381849946436,0.00223329798034164,0.235939642263271
"NNB",7,4.1e+11,0.99941821852728,0.00217890658776405,0.235939642263271
"NNB",7,4.2e+11,0.999451867397666,0.00212709947323226,0.235939642263271
"NNB",7,4.3e+11,0.999483045877418,0.00207769685655689,0.235939642263271
"NNB",7,4.4e+11,0.999511976144664,0.00203053524606308,0.235939642263271
"NNB",7,4.5e+11,0.999538856655796,0.00198546563554886,0.235939642263271
"NNB",7,4.6e+11,0.999563865076643,0.00194235193547309,0.235939642263271
"NNB",7,4.7e+11,0.999587160802827,0.00190106960363595,0.235939642263271
"NNB",7,4.8e+11,0.999608887133569,0.00186150444637904,0.235939642263271
"NNB",7,4.9e+11,0.999629173152144,0.00182355156604212,0.235939642263271
"NNB",7,5e+11,0.999648135357177,0.00178711443427965,0.235939642263271
"NNB",7,5.1e+11,0.999665879081648,0.00175210407402682,0.235939642263271
"NNB",7,5.2e+11,0.999682499730446,0.00171843833554216,0.235939642263271
"NNB",7,5.3e+11,0.999698083862373,0.00168604125414533,0.235939642263271
"NNB",7,5.4e+11,0.999712710138447,0.00165484247909603,0.235939642263271
"NNB",7,5.5e+11,0.999726450154927,0.0016247767645896,0.235939642263271
"NNB",7,5.6e+11,0.999739369176725,0.00159578351512993,0.235939642263271
"NNB",7,5.7e+11,0.999751526784493,0.00156780637862239,0.235939642263271
"NNB",7,5.8e+11,0.99976297744673,0.00154079288144505,0.235939642263271
"NNB",7,5.9e+11,0.999773771026616,0.00151469410053246,0.235939642263271
"NNB",7,6e+11,0.999783953231872,0.00148946436816611,0.235939642263271
"NNB",7,6.1e+11,0.999793566014813,0.00146506100572897,0.235939642263271
"NNB",7,6.2e+11,0.99980264792873,0.00144144408316268,0.235939642263271
"NNB",7,6.3e+11,0.999811234445947,0.00141857620127926,0.235939642263271
"NNB",7,6.4e+11,0.999819358242123,0.00139642229443399,0.235939642263271
"NNB",7,6.5e+11,0.999827049450828,0.00137494945137208,0.235939642263271
"NNB",7,6.6e+11,0.99983433589184,0.00135412675232659,0.235939642263271
"NNB",7,6.7e+11,0.999841243276206,0.00133392512067347,0.235939642263271
"NNB",7,6.8e+11,0.999847795390696,0.00131431718764882,0.235939642263271
"NNB",7,6.9e+11,0.999854014263971,0.00129527716880618,0.235939642263271
"NNB",7,7e+11,0.999859920316481,0.00127678075104242,0.235939642263271
"NNB",7,7.1e+11,0.999865532495877,0.00125880498915247,0.235939642263271
"NNB",7,7.2e+11,0.999870868399505,0.00124132821098848,0.235939642263271
"NNB",7,7.3e+11,0.999875944385337,0.00122432993039998,0.235939642263271
"NNB",7,7.4e+11,0.999880775672591,0.00120779076722044,0.235939642263271
"NNB",7,7.5e+11,0.999885376433076,0.00119169237364387,0.235939642263271
"NNB",7,7.6e+11,0.999889759874245,0.00117601736640406,0.235939642263271
"NNB",7,7.7e+11,0.999893938314779,0.00116074926422986,0.235939642263271
"NNB",7,7.8e+11,0.99989792325346,0.00114587243010392,0.235939642263271
"NNB",7,7.9e+11,0.999901725431998,0.0011313720179,0.235939642263271
"NNB",7,8e+11,0.999905354892404,0.00111723392301636,0.235939642263271
"NNB",7,8.1e+11,0.999908821029436,0.00110344473666052,0.235939642263271
"NNB",7,8.2e+11,0.999912132638596,0.00108999170347422,0.235939642263271
"NNB",7,8.3e+11,0.999915297960096,0.00107686268221722,0.235939642263271
"NNB",7,8.4e+11,0.99991832471917,0.00106404610925559,0.235939642263271
"NNB",7,8.5e+11,0.999921220163077,0.00105153096462373,0.235939642263271
"NNB",7,8.6e+11,0.999923991095092,0.00103930674045115,0.235939642263271
"NNB",7,8.7e+11,0.999926643905759,0.00102736341156376,0.235939642263271
"NNB",7,8.8e+11,0.999929184601668,0.00101569140808721,0.235939642263271
"NNB",7,8.9e+11,0.999931618831943,0.00100428158989482,0.235939642263271
"NNB",7,9e+11,0.999933951912681,0.000993125222757034,0.235939642263271
"NNB",7,9.1e+11,0.999936188849492,0.00098221395606146,0.235939642263271
"NNB",7,9.2e+11,0.999938334358321,0.000971539801984386,0.235939642263271
"NNB",7,9.3e+11,0.999940392884682,0.000961095116004488,0.235939642263271
"NNB",7,9.4e+11,0.999942368621462,0.000950872578658984,0.235939642263271
"NNB",7,9.5e+11,0.999944265525391,0.000940865178450799,0.235939642263271
"NNB",7,9.6e+11,0.999946087332305,0.000931066195822889,0.235939642263271
"NNB",7,9.7e+11,0.999947837571289,0.000921469188122822,0.235939642263271
"NNB",7,9.8e+11,0.999949519577804,0.000912067975486965,0.235939642263271
"NNB",7,9.9e+11,0.99995113650587,0.000902856627579322,0.235939642263271
"NNB",7,1e+12,0.999952691339386,0.000893829451125267,0.235939642263271
"NNB",7,1.1e+12,0.999965378335586,0.000812582537884203,0.235939642263271
"NNB",7,1.2e+12,0.999974201988259,0.000744873899071985,0.235939642263271
"NNB",7,1.3e+12,0.999980478722235,0.000687580222678075,0.235939642263271
"NNB",7,1.4e+12,0.999985030223682,0.000638470255671436,0.235939642263271
"NNB",7,1.5e+12,0.999988385879453,0.000595907571643913,0.235939642263271
"NNB",7,1.6e+12,0.999990896119331,0.000558664750811472,0.235939642263271
"NNB",7,1.7e+12,0.999992798360358,0.000525803118622264,0.235939642263271
"NNB",7,1.8e+12,0.999994256700585,0.000496592558459425,0.235939642263271
"NNB",7,1.9e+12,0.99999538654535,0.000470456639559615,0.235939642263271
"NNB",7,2e+12,0.999996270300895,0.000446934202563687,0.235939642263271
"NNB",7,2.1e+12,0.999996967614324,0.000425651918302925,0.235939642263271
"NNB",7,2.2e+12,0.999997522194153,0.000406304329163354,0.235939642263271
"NNB",7,2.3e+12,0.999997966435194,0.000388639096197344,0.235939642263271
"NNB",7,2.4e+12,0.999998324603621,0.000372445933921052,0.235939642263271
"NNB",7,2.5e+12,0.999998615060302,0.000357548200416618,0.235939642263271
"NNB",7,2.6e+12,0.999998851831461,0.000343796427955612,0.235939642263271
"NNB",7,2.7e+12,0.999999045730233,0.000331063291113046,0.235939642263271
"NNB",7,2.8e+12,0.999999205165469,0.000319239653042813,0.235939642263271
"NNB",7,2.9e+12,0.999999336730421,0.000308231429697265,0.235939642263271
"NNB",7,3e+12,0.999999445635033,0.000297957081156274,0.235939642263271
"NNB",7,3.1e+12,0.999999536026128,0.000288345588473183,0.235939642263271
"NNB",7,3.2e+12,0.999999611226599,0.000279334809839514,0.235939642263271
"NNB",7,3.3e+12,0.999999673915593,0.000270870135612837,0.235939642263271
"NNB",7,3.4e+12,0.999999726265388,0.000262903380681284,0.235939642263271
"NNB",7,3.5e+12,0.999999770046243,0.000255391866700239,0.235939642263271
"NNB",7,3.6e+12,0.999999806707353,0.000248297657283657,0.235939642263271
"NNB",7,3.7e+12,0.999999837439879,0.000241586917214082,0.235939642263271
"NNB",7,3.8e+12,0.999999863226381,0.000235229372826823,0.235939642263271
"NNB",7,3.9e+12,0.999999884879884,0.000229197855409585,0.235939642263271
"NNB",7,4e+12,0.999999903074972,0.000223467913090364,0.235939642263271
"NNB",7,4.1e+12,0.999999918372681,0.000218017479520889,0.235939642263271
"NNB",7,4.2e+12,0.999999931240574,0.000212826589889974,0.235939642263271
"NNB",7,4.3e+12,0.999999942069002,0.00020787713656212,0.235939642263271
"NNB",7,4.4e+12,0.999999951184347,0.000203152658037515,0.235939642263271
"NNB",7,4.5e+12,0.999999958859863,0.000198638156050221,0.235939642263271
"NNB",7,4.6e+12,0.999999965324574,0.000194319936522743,0.235939642263271
"NNB",7,4.7e+12,0.99999997077062,0.000190185470823975,0.235939642263271
"NNB",7,4.8e+12,0.999999975359323,0.000186223274369666,0.235939642263271
"NNB",7,4.9e+12,0.999999979226227,0.000182422800087941,0.235939642263271
"NNB",7,5e+12,0.999999982485278,0.000178774344668817,0.235939642263271
"NNB",7,5.1e+12,0.999999985232321,0.000175268965843057,0.235939642263271
"NNB",7,5.2e+12,0.999999987547999,0.000171898409205675,0.235939642263271
"NNB",7,5.3e+12,0.999999989500199,0.000168655043323495,0.235939642263271
"NNB",7,5.4e+12,0.999999991146077,0.000165531802052913,0.235939642263271
"NNB",7,5.5e+12,0.999999992533774,0.000162522133150209,0.235939642263271
"NNB",7,5.6e+12,0.999999993703843,0.000159619952387865,0.235939642263271
"NNB",7,5.7e+12,0.999999994690451,0.000156819602500692,0.235939642263271
"NNB",7,5.8e+12,0.999999995522391,0.000154115816378895,0.235939642263271
"NNB",7,5.9e+12,0.99999999622393,0.000151503684004183,0.235939642263271
"NNB",7,6e+12,0.99999999681552,0.000148978622692247,0.235939642263271
"NNB",7,6.1e+12,0.999999997314402,0.0001465363502622,0.235939642263271
"NNB",7,6.2e+12,0.999999997735113,0.000144172860802497,0.235939642263271
"NNB",7,6.3e+12,0.999999998089905,0.00014188440274486,0.235939642263271
"NNB",7,6.4e+12,0.999999998389111,0.000139667458993761,0.235939642263271
"NNB",7,6.5e+12,0.999999998641442,0.000137518728890096,0.235939642263271
"NNB",7,6.6e+12,0.999999998854243,0.000135435111814521,0.235939642263271
"NNB",7,6.7e+12,0.999999999033708,0.000133413692259143,0.235939642263271
"NNB",7,6.8e+12,0.999999999185061,0.000131451726216404,0.235939642263271
"NNB",7,6.9e+12,0.999999999312705,0.000129546628751543,0.235939642263271
"NNB",7,7e+12,0.999999999420356,0.000127695962640267,0.235939642263271
