"scheme","Counts","samp.encoding","probs","k","di","choices"
"NNB","7,0,0,0,2","AAAAAAAEE",2.5811747917132e-09,9,25,36
"NNB","6,3,0,0,0","AAAAAABBB",1.05724919468572e-08,9,8,84
"NNB","6,2,1,0,0","AAAAAABBC",1.98234224003573e-08,9,20,252
"NNB","6,2,0,1,0","AAAAAABBD",1.58587379202859e-08,9,24,252
"NNB","6,2,0,0,1","AAAAAABBE",6.60780746678576e-09,9,20,252
"NNB","6,1,2,0,0","AAAAAABCC",3.716891700067e-08,9,50,252
"NNB","6,1,1,1,0","AAAAAABCD",2.9735133600536e-08,9,60,504
"NNB","6,1,1,0,1","AAAAAABCE",1.23896390002233e-08,9,50,504
"NNB","6,1,0,2,0","AAAAAABDD",2.37881068804288e-08,9,72,252
"NNB","6,1,0,1,1","AAAAAABDE",9.91171120017865e-09,9,60,504
"NNB","6,1,0,0,2","AAAAAABEE",4.1298796667411e-09,9,50,252
"NNB","6,0,3,0,0","AAAAAACCC",6.96917193762562e-08,9,125,84
"NNB","6,0,2,1,0","AAAAAACCD",5.57533755010049e-08,9,150,252
"NNB","6,0,2,0,1","AAAAAACCE",2.32305731254188e-08,9,125,252
"NNB","6,0,1,2,0","AAAAAACDD",4.4602700400804e-08,9,180,252
"NNB","6,0,1,1,1","AAAAAACDE",1.8584458500335e-08,9,150,504
"NNB","6,0,1,0,2","AAAAAACEE",7.74352437513957e-09,9,125,252
"NNB","6,0,0,3,0","AAAAAADDD",3.56821603206432e-08,9,216,84
"NNB","6,0,0,2,1","AAAAAADDE",1.4867566800268e-08,9,180,252
"NNB","6,0,0,1,2","AAAAAADEE",6.19481950011165e-09,9,150,252
"NNB","6,0,0,0,3","AAAAAAEEE",2.5811747917132e-09,9,125,84
"NNB","5,4,0,0,0","AAAAABBBB",1.69159871149716e-08,9,16,126
"NNB","5,3,1,0,0","AAAAABBBC",3.17174758405718e-08,9,40,504
"NNB","5,3,0,1,0","AAAAABBBD",2.53739806724575e-08,9,48,504
"NNB","5,3,0,0,1","AAAAABBBE",1.05724919468573e-08,9,40,504
"NNB","5,2,2,0,0","AAAAABBCC",5.94702672010722e-08,9,100,756
"NNB","5,2,1,1,0","AAAAABBCD",4.75762137608577e-08,9,120,1512
"NNB","5,2,1,0,1","AAAAABBCE",1.98234224003574e-08,9,100,1512
"NNB","5,2,0,2,0","AAAAABBDD",3.80609710086861e-08,9,144,756
"NNB","5,2,0,1,1","AAAAABBDE",1.58587379202859e-08,9,120,1512
"NNB","5,2,0,0,2","AAAAABBEE",6.60780746678579e-09,9,100,756
"NNB","5,1,3,0,0","AAAAABCCC",1.1150675100201e-07,9,250,504
"NNB","5,1,2,1,0","AAAAABCCD",8.92054008016079e-08,9,300,1512
"NNB","5,1,2,0,1","AAAAABCCE",3.716891700067e-08,9,250,1512
"NNB","5,1,1,2,0","AAAAABCDD",7.13643206412863e-08,9,360,1512
"NNB","5,1,1,1,1","AAAAABCDE",2.9735133600536e-08,9,300,3024
"NNB","5,1,1,0,2","AAAAABCEE",1.23896390002233e-08,9,250,1512
"NNB","5,1,0,3,0","AAAAABDDD",5.70914565130292e-08,9,432,504
"NNB","5,1,0,2,1","AAAAABDDE",2.37881068804289e-08,9,360,1512
"NNB","5,1,0,1,2","AAAAABDEE",9.91171120017868e-09,9,300,1512
"NNB","5,1,0,0,3","AAAAABEEE",4.12987966674111e-09,9,250,504
"NNB","5,0,4,0,0","AAAAACCCC",2.09075158128769e-07,9,625,126
"NNB","5,0,3,1,0","AAAAACCCD",1.67260126503015e-07,9,750,504
"NNB","5,0,3,0,1","AAAAACCCE",6.96917193762562e-08,9,625,504
"NNB","5,0,2,2,0","AAAAACCDD",1.33808101202412e-07,9,900,756
"NNB","5,0,2,1,1","AAAAACCDE",5.57533755010049e-08,9,750,1512
"NNB","5,0,2,0,2","AAAAACCEE",2.32305731254188e-08,9,625,756
"NNB","5,0,1,3,0","AAAAACDDD",1.0704648096193e-07,9,1080,504
"NNB","5,0,1,2,1","AAAAACDDE",4.46027004008041e-08,9,900,1512
"NNB","5,0,1,1,2","AAAAACDEE",1.8584458500335e-08,9,750,1512
"NNB","5,0,1,0,3","AAAAACEEE",7.74352437513959e-09,9,625,504
"NNB","5,0,0,4,0","AAAAADDDD",8.56371847695436e-08,9,1296,126
"NNB","5,0,0,3,1","AAAAADDDE",3.56821603206432e-08,9,1080,504
"NNB","5,0,0,2,2","AAAAADDEE",1.4867566800268e-08,9,900,756
"NNB","5,0,0,1,3","AAAAADEEE",6.19481950011166e-09,9,750,504
"NNB","5,0,0,0,4","AAAAAEEEE",2.5811747917132e-09,9,625,126
"NNB","4,5,0,0,0","AAAABBBBB",2.70655793839547e-08,9,32,126
"NNB","4,4,1,0,0","AAAABBBBC",5.07479613449149e-08,9,80,630
"NNB","4,4,0,1,0","AAAABBBBD",4.0598369075932e-08,9,96,630
"NNB","4,4,0,0,1","AAAABBBBE",1.69159871149717e-08,9,80,630
"NNB","4,3,2,0,0","AAAABBBCC",9.51524275217155e-08,9,200,1260
"NNB","4,3,1,1,0","AAAABBBCD",7.61219420173724e-08,9,240,2520
"NNB","4,3,1,0,1","AAAABBBCE",3.17174758405719e-08,9,200,2520
"NNB","4,3,0,2,0","AAAABBBDD",6.08975536138977e-08,9,288,1260
"NNB","4,3,0,1,1","AAAABBBDE",2.53739806724574e-08,9,240,2520
"NNB","4,3,0,0,2","AAAABBBEE",1.05724919468573e-08,9,200,1260
"NNB","4,2,3,0,0","AAAABBCCC",1.78410801603217e-07,9,500,1260
"NNB","4,2,2,1,0","AAAABBCCD",1.42728641282573e-07,9,600,3780
"NNB","4,2,2,0,1","AAAABBCCE",5.94702672010721e-08,9,500,3780
"NNB","4,2,1,2,0","AAAABBCDD",1.14182913026059e-07,9,720,3780
"NNB","4,2,1,1,1","AAAABBCDE",4.75762137608577e-08,9,600,7560
"NNB","4,2,1,0,2","AAAABBCEE",1.98234224003574e-08,9,500,3780
"NNB","4,2,0,3,0","AAAABBDDD",9.13463304208468e-08,9,864,1260
"NNB","4,2,0,2,1","AAAABBDDE",3.80609710086862e-08,9,720,3780
"NNB","4,2,0,1,2","AAAABBDEE",1.58587379202859e-08,9,600,3780
"NNB","4,2,0,0,3","AAAABBEEE",6.60780746678579e-09,9,500,1260
"NNB","4,1,4,0,0","AAAABCCCC",3.3452025300603e-07,9,1250,630
"NNB","4,1,3,1,0","AAAABCCCD",2.67616202404824e-07,9,1500,2520
"NNB","4,1,3,0,1","AAAABCCCE",1.1150675100201e-07,9,1250,2520
"NNB","4,1,2,2,0","AAAABCCDD",2.1409296192386e-07,9,1800,3780
"NNB","4,1,2,1,1","AAAABCCDE",8.92054008016081e-08,9,1500,7560
"NNB","4,1,2,0,2","AAAABCCEE",3.71689170006701e-08,9,1250,3780
"NNB","4,1,1,3,0","AAAABCDDD",1.71274369539088e-07,9,2160,2520
"NNB","4,1,1,2,1","AAAABCDDE",7.13643206412864e-08,9,1800,7560
"NNB","4,1,1,1,2","AAAABCDEE",2.9735133600536e-08,9,1500,7560
"NNB","4,1,1,0,3","AAAABCEEE",1.23896390002233e-08,9,1250,2520
"NNB","4,1,0,4,0","AAAABDDDD",1.3701949563127e-07,9,2592,630
"NNB","4,1,0,3,1","AAAABDDDE",5.70914565130292e-08,9,2160,2520
"NNB","4,1,0,2,2","AAAABDDEE",2.37881068804289e-08,9,1800,3780
"NNB","4,1,0,1,3","AAAABDEEE",9.91171120017867e-09,9,1500,2520
"NNB","4,1,0,0,4","AAAABEEEE",4.12987966674111e-09,9,1250,630
"NNB","4,0,5,0,0","AAAACCCCC",6.27225474386305e-07,9,3125,126
"NNB","4,0,4,1,0","AAAACCCCD",5.01780379509044e-07,9,3750,630
"NNB","4,0,4,0,1","AAAACCCCE",2.09075158128769e-07,9,3125,630
"NNB","4,0,3,2,0","AAAACCCDD",4.01424303607237e-07,9,4500,1260
"NNB","4,0,3,1,1","AAAACCCDE",1.67260126503015e-07,9,3750,2520
"NNB","4,0,3,0,2","AAAACCCEE",6.96917193762563e-08,9,3125,1260
"NNB","4,0,2,3,0","AAAACCDDD",3.21139442885789e-07,9,5400,1260
"NNB","4,0,2,2,1","AAAACCDDE",1.33808101202412e-07,9,4500,3780
"NNB","4,0,2,1,2","AAAACCDEE",5.57533755010049e-08,9,3750,3780
"NNB","4,0,2,0,3","AAAACCEEE",2.32305731254188e-08,9,3125,1260
"NNB","4,0,1,4,0","AAAACDDDD",2.56911554308633e-07,9,6480,630
"NNB","4,0,1,3,1","AAAACDDDE",1.0704648096193e-07,9,5400,2520
"NNB","4,0,1,2,2","AAAACDDEE",4.46027004008043e-08,9,4500,3780
"NNB","4,0,1,1,3","AAAACDEEE",1.8584458500335e-08,9,3750,2520
"NNB","4,0,1,0,4","AAAACEEEE",7.7435243751396e-09,9,3125,630
"NNB","4,0,0,5,0","AAAADDDDD",2.05529243446906e-07,9,7776,126
"NNB","4,0,0,4,1","AAAADDDDE",8.56371847695439e-08,9,6480,630
"NNB","4,0,0,3,2","AAAADDDEE",3.56821603206433e-08,9,5400,1260
"NNB","4,0,0,2,3","AAAADDEEE",1.4867566800268e-08,9,4500,1260
"NNB","4,0,0,1,4","AAAADEEEE",6.19481950011168e-09,9,3750,630
"NNB","4,0,0,0,5","AAAAEEEEE",2.5811747917132e-09,9,3125,126
"NNB","3,6,0,0,0","AAABBBBBB",4.33049270143276e-08,9,64,84
"NNB","3,5,1,0,0","AAABBBBBC",8.11967381518642e-08,9,160,504
"NNB","3,5,0,1,0","AAABBBBBD",6.49573905214913e-08,9,192,504
"NNB","3,5,0,0,1","AAABBBBBE",2.70655793839548e-08,9,160,504
"NNB","3,4,2,0,0","AAABBBBCC",1.52243884034746e-07,9,400,1260
"NNB","3,4,1,1,0","AAABBBBCD",1.21795107227796e-07,9,480,2520
"NNB","3,4,1,0,1","AAABBBBCE",5.07479613449151e-08,9,400,2520
"NNB","3,4,0,2,0","AAABBBBDD",9.74360857822369e-08,9,576,1260
"NNB","3,4,0,1,1","AAABBBBDE",4.05983690759321e-08,9,480,2520
"NNB","3,4,0,0,2","AAABBBBEE",1.69159871149718e-08,9,400,1260
"NNB","3,3,3,0,0","AAABBBCCC",2.85457282565147e-07,9,1000,1680
"NNB","3,3,2,1,0","AAABBBCCD",2.28365826052117e-07,9,1200,5040
"NNB","3,3,2,0,1","AAABBBCCE",9.51524275217154e-08,9,1000,5040
"NNB","3,3,1,2,0","AAABBBCDD",1.82692660841694e-07,9,1440,5040
"NNB","3,3,1,1,1","AAABBBCDE",7.61219420173723e-08,9,1200,10080
"NNB","3,3,1,0,2","AAABBBCEE",3.17174758405719e-08,9,1000,5040
"NNB","3,3,0,3,0","AAABBBDDD",1.46154128673355e-07,9,1728,1680
"NNB","3,3,0,2,1","AAABBBDDE",6.0897553613898e-08,9,1440,5040
"NNB","3,3,0,1,2","AAABBBDEE",2.53739806724575e-08,9,1200,5040
"NNB","3,3,0,0,3","AAABBBEEE",1.05724919468573e-08,9,1000,1680
"NNB","3,2,4,0,0","AAABBCCCC",5.35232404809652e-07,9,2500,1260
"NNB","3,2,3,1,0","AAABBCCCD",4.28185923847722e-07,9,3000,5040
"NNB","3,2,3,0,1","AAABBCCCE",1.78410801603218e-07,9,2500,5040
"NNB","3,2,2,2,0","AAABBCCDD",3.42548739078178e-07,9,3600,7560
"NNB","3,2,2,1,1","AAABBCCDE",1.42728641282574e-07,9,3000,15120
"NNB","3,2,2,0,2","AAABBCCEE",5.94702672010723e-08,9,2500,7560
"NNB","3,2,1,3,0","AAABBCDDD",2.74038991262541e-07,9,4320,5040
"NNB","3,2,1,2,1","AAABBCDDE",1.14182913026059e-07,9,3600,15120
"NNB","3,2,1,1,2","AAABBCDEE",4.75762137608578e-08,9,3000,15120
"NNB","3,2,1,0,3","AAABBCEEE",1.98234224003575e-08,9,2500,5040
"NNB","3,2,0,4,0","AAABBDDDD",2.19231193010034e-07,9,5184,1260
"NNB","3,2,0,3,1","AAABBDDDE",9.13463304208472e-08,9,4320,5040
"NNB","3,2,0,2,2","AAABBDDEE",3.80609710086864e-08,9,3600,7560
"NNB","3,2,0,1,3","AAABBDEEE",1.5858737920286e-08,9,3000,5040
"NNB","3,2,0,0,4","AAABBEEEE",6.6078074667858e-09,9,2500,1260
"NNB","3,1,5,0,0","AAABCCCCC",1.0035607590181e-06,9,6250,504
"NNB","3,1,4,1,0","AAABCCCCD",8.02848607214476e-07,9,7500,2520
"NNB","3,1,4,0,1","AAABCCCCE",3.34520253006032e-07,9,6250,2520
"NNB","3,1,3,2,0","AAABCCCDD",6.4227888577158e-07,9,9000,5040
"NNB","3,1,3,1,1","AAABCCCDE",2.67616202404825e-07,9,7500,10080
"NNB","3,1,3,0,2","AAABCCCEE",1.11506751002011e-07,9,6250,5040
"NNB","3,1,2,3,0","AAABCCDDD",5.13823108617263e-07,9,10800,5040
"NNB","3,1,2,2,1","AAABCCDDE",2.1409296192386e-07,9,9000,15120
"NNB","3,1,2,1,2","AAABCCDEE",8.92054008016083e-08,9,7500,15120
"NNB","3,1,2,0,3","AAABCCEEE",3.71689170006702e-08,9,6250,5040
"NNB","3,1,1,4,0","AAABCDDDD",4.11058486893813e-07,9,12960,2520
"NNB","3,1,1,3,1","AAABCDDDE",1.71274369539089e-07,9,10800,10080
"NNB","3,1,1,2,2","AAABCDDEE",7.13643206412868e-08,9,9000,15120
"NNB","3,1,1,1,3","AAABCDEEE",2.97351336005361e-08,9,7500,10080
"NNB","3,1,1,0,4","AAABCEEEE",1.23896390002234e-08,9,6250,2520
"NNB","3,1,0,5,0","AAABDDDDD",3.2884678951505e-07,9,15552,504
"NNB","3,1,0,4,1","AAABDDDDE",1.37019495631271e-07,9,12960,2520
"NNB","3,1,0,3,2","AAABDDDEE",5.70914565130293e-08,9,10800,5040
"NNB","3,1,0,2,3","AAABDDEEE",2.37881068804289e-08,9,9000,5040
"NNB","3,1,0,1,4","AAABDEEEE",9.91171120017871e-09,9,7500,2520
"NNB","3,1,0,0,5","AAABEEEEE",4.12987966674112e-09,9,6250,504
"NNB","3,0,6,0,0","AAACCCCCC",1.88167642315892e-06,9,15625,84
"NNB","3,0,5,1,0","AAACCCCCD",1.50534113852714e-06,9,18750,504
"NNB","3,0,5,0,1","AAACCCCCE",6.27225474386305e-07,9,15625,504
"NNB","3,0,4,2,0","AAACCCCDD",1.20427291082171e-06,9,22500,1260
"NNB","3,0,4,1,1","AAACCCCDE",5.01780379509044e-07,9,18750,2520
"NNB","3,0,4,0,2","AAACCCCEE",2.09075158128769e-07,9,15625,1260
"NNB","3,0,3,3,0","AAACCCDDD",9.63418328657372e-07,9,27000,1680
"NNB","3,0,3,2,1","AAACCCDDE",4.01424303607239e-07,9,22500,5040
"NNB","3,0,3,1,2","AAACCCDEE",1.67260126503015e-07,9,18750,5040
"NNB","3,0,3,0,3","AAACCCEEE",6.96917193762564e-08,9,15625,1680
"NNB","3,0,2,4,0","AAACCDDDD",7.70734662925895e-07,9,32400,1260
"NNB","3,0,2,3,1","AAACCDDDE",3.2113944288579e-07,9,27000,5040
"NNB","3,0,2,2,2","AAACCDDEE",1.33808101202412e-07,9,22500,7560
"NNB","3,0,2,1,3","AAACCDEEE",5.57533755010051e-08,9,18750,5040
"NNB","3,0,2,0,4","AAACCEEEE",2.32305731254188e-08,9,15625,1260
"NNB","3,0,1,5,0","AAACDDDDD",6.16587730340719e-07,9,38880,504
"NNB","3,0,1,4,1","AAACDDDDE",2.56911554308633e-07,9,32400,2520
"NNB","3,0,1,3,2","AAACDDDEE",1.0704648096193e-07,9,27000,5040
"NNB","3,0,1,2,3","AAACDDEEE",4.46027004008044e-08,9,22500,5040
"NNB","3,0,1,1,4","AAACDEEEE",1.8584458500335e-08,9,18750,2520
"NNB","3,0,1,0,5","AAACEEEEE",7.74352437513962e-09,9,15625,504
"NNB","3,0,0,6,0","AAADDDDDD",4.93270184272573e-07,9,46656,84
"NNB","3,0,0,5,1","AAADDDDDE",2.05529243446905e-07,9,38880,504
"NNB","3,0,0,4,2","AAADDDDEE",8.56371847695439e-08,9,32400,1260
"NNB","3,0,0,3,3","AAADDDEEE",3.56821603206433e-08,9,27000,1680
"NNB","3,0,0,2,4","AAADDEEEE",1.4867566800268e-08,9,22500,1260
"NNB","3,0,0,1,5","AAADEEEEE",6.19481950011169e-09,9,18750,504
"NNB","3,0,0,0,6","AAAEEEEEE",2.5811747917132e-09,9,15625,84
"NNB","2,7,0,0,0","AABBBBBBB",6.92878832229236e-08,9,128,36
"NNB","2,6,1,0,0","AABBBBBBC",1.29914781042982e-07,9,320,252
"NNB","2,6,0,1,0","AABBBBBBD",1.03931824834386e-07,9,384,252
"NNB","2,6,0,0,1","AABBBBBBE",4.33049270143273e-08,9,320,252
"NNB","2,5,2,0,0","AABBBBBCC",2.43590214455591e-07,9,800,756
"NNB","2,5,1,1,0","AABBBBBCD",1.94872171564473e-07,9,960,1512
"NNB","2,5,1,0,1","AABBBBBCE",8.11967381518635e-08,9,800,1512
"NNB","2,5,0,2,0","AABBBBBDD",1.55897737251578e-07,9,1152,756
"NNB","2,5,0,1,1","AABBBBBDE",6.49573905214909e-08,9,960,1512
"NNB","2,5,0,0,2","AABBBBBEE",2.70655793839545e-08,9,800,756
"NNB","2,4,3,0,0","AABBBBCCC",4.56731652104232e-07,9,2000,1260
"NNB","2,4,2,1,0","AABBBBCCD",3.65385321683386e-07,9,2400,3780
"NNB","2,4,2,0,1","AABBBBCCE",1.52243884034744e-07,9,2000,3780
"NNB","2,4,1,2,0","AABBBBCDD",2.92308257346709e-07,9,2880,3780
"NNB","2,4,1,1,1","AABBBBCDE",1.21795107227796e-07,9,2400,7560
"NNB","2,4,1,0,2","AABBBBCEE",5.07479613449147e-08,9,2000,3780
"NNB","2,4,0,3,0","AABBBBDDD",2.33846605877367e-07,9,3456,1260
"NNB","2,4,0,2,1","AABBBBDDE",9.74360857822363e-08,9,2880,3780
"NNB","2,4,0,1,2","AABBBBDEE",4.05983690759319e-08,9,2400,3780
"NNB","2,4,0,0,3","AABBBBEEE",1.69159871149715e-08,9,2000,1260
"NNB","2,3,4,0,0","AABBBCCCC",8.56371847695439e-07,9,5000,1260
"NNB","2,3,3,1,0","AABBBCCCD",6.85097478156351e-07,9,6000,5040
"NNB","2,3,3,0,1","AABBBCCCE",2.85457282565147e-07,9,5000,5040
"NNB","2,3,2,2,0","AABBBCCDD",5.48077982525081e-07,9,7200,7560
"NNB","2,3,2,1,1","AABBBCCDE",2.28365826052118e-07,9,6000,15120
"NNB","2,3,2,0,2","AABBBCCEE",9.51524275217155e-08,9,5000,7560
"NNB","2,3,1,3,0","AABBBCDDD",4.38462386020064e-07,9,8640,5040
"NNB","2,3,1,2,1","AABBBCDDE",1.82692660841693e-07,9,7200,15120
"NNB","2,3,1,1,2","AABBBCDEE",7.61219420173723e-08,9,6000,15120
"NNB","2,3,1,0,3","AABBBCEEE",3.17174758405719e-08,9,5000,5040
"NNB","2,3,0,4,0","AABBBDDDD",3.50769908816051e-07,9,10368,1260
"NNB","2,3,0,3,1","AABBBDDDE",1.46154128673354e-07,9,8640,5040
"NNB","2,3,0,2,2","AABBBDDEE",6.08975536138978e-08,9,7200,7560
"NNB","2,3,0,1,3","AABBBDEEE",2.53739806724575e-08,9,6000,5040
"NNB","2,3,0,0,4","AABBBEEEE",1.05724919468573e-08,9,5000,1260
"NNB","2,2,5,0,0","AABBCCCCC",1.60569721442895e-06,9,12500,756
"NNB","2,2,4,1,0","AABBCCCCD",1.28455777154316e-06,9,15000,3780
"NNB","2,2,4,0,1","AABBCCCCE",5.3523240480965e-07,9,12500,3780
"NNB","2,2,3,2,0","AABBCCCDD",1.02764621723453e-06,9,18000,7560
"NNB","2,2,3,1,1","AABBCCCDE",4.28185923847721e-07,9,15000,15120
"NNB","2,2,3,0,2","AABBCCCEE",1.78410801603218e-07,9,12500,7560
"NNB","2,2,2,3,0","AABBCCDDD",8.22116973787625e-07,9,21600,7560
"NNB","2,2,2,2,1","AABBCCDDE",3.42548739078178e-07,9,18000,22680
"NNB","2,2,2,1,2","AABBCCDEE",1.42728641282574e-07,9,15000,22680
"NNB","2,2,2,0,3","AABBCCEEE",5.94702672010722e-08,9,12500,7560
"NNB","2,2,1,4,0","AABBCDDDD",6.57693579030097e-07,9,25920,3780
"NNB","2,2,1,3,1","AABBCDDDE",2.74038991262541e-07,9,21600,15120
"NNB","2,2,1,2,2","AABBCDDEE",1.14182913026059e-07,9,18000,22680
"NNB","2,2,1,1,3","AABBCDEEE",4.75762137608577e-08,9,15000,15120
"NNB","2,2,1,0,4","AABBCEEEE",1.98234224003575e-08,9,12500,3780
"NNB","2,2,0,5,0","AABBDDDDD",5.26154863224079e-07,9,31104,756
"NNB","2,2,0,4,1","AABBDDDDE",2.19231193010033e-07,9,25920,3780
"NNB","2,2,0,3,2","AABBDDDEE",9.13463304208469e-08,9,21600,7560
"NNB","2,2,0,2,3","AABBDDEEE",3.80609710086863e-08,9,18000,7560
"NNB","2,2,0,1,4","AABBDEEEE",1.58587379202859e-08,9,15000,3780
"NNB","2,2,0,0,5","AABBEEEEE",6.6078074667858e-09,9,12500,756
"NNB","2,1,6,0,0","AABCCCCCC",3.01068227705429e-06,9,31250,252
"NNB","2,1,5,1,0","AABCCCCCD",2.40854582164343e-06,9,37500,1512
"NNB","2,1,5,0,1","AABCCCCCE",1.0035607590181e-06,9,31250,1512
"NNB","2,1,4,2,0","AABCCCCDD",1.92683665731474e-06,9,45000,3780
"NNB","2,1,4,1,1","AABCCCCDE",8.02848607214475e-07,9,37500,7560
"NNB","2,1,4,0,2","AABCCCCEE",3.34520253006032e-07,9,31250,3780
"NNB","2,1,3,3,0","AABCCCDDD",1.5414693258518e-06,9,54000,5040
"NNB","2,1,3,2,1","AABCCCDDE",6.42278885771581e-07,9,45000,15120
"NNB","2,1,3,1,2","AABCCCDEE",2.67616202404825e-07,9,37500,15120
"NNB","2,1,3,0,3","AABCCCEEE",1.11506751002011e-07,9,31250,5040
"NNB","2,1,2,4,0","AABCCDDDD",1.23317546068144e-06,9,64800,3780
"NNB","2,1,2,3,1","AABCCDDDE",5.13823108617264e-07,9,54000,15120
"NNB","2,1,2,2,2","AABCCDDEE",2.1409296192386e-07,9,45000,22680
"NNB","2,1,2,1,3","AABCCDEEE",8.92054008016083e-08,9,37500,15120
"NNB","2,1,2,0,4","AABCCEEEE",3.71689170006702e-08,9,31250,3780
"NNB","2,1,1,5,0","AABCDDDDD",9.86540368545143e-07,9,77760,1512
"NNB","2,1,1,4,1","AABCDDDDE",4.1105848689381e-07,9,64800,7560
"NNB","2,1,1,3,2","AABCDDDEE",1.71274369539088e-07,9,54000,15120
"NNB","2,1,1,2,3","AABCDDEEE",7.13643206412864e-08,9,45000,15120
"NNB","2,1,1,1,4","AABCDEEEE",2.9735133600536e-08,9,37500,7560
"NNB","2,1,1,0,5","AABCEEEEE",1.23896390002233e-08,9,31250,1512
"NNB","2,1,0,6,0","AABDDDDDD",7.89232294836116e-07,9,93312,252
"NNB","2,1,0,5,1","AABDDDDDE",3.28846789515049e-07,9,77760,1512
"NNB","2,1,0,4,2","AABDDDDEE",1.3701949563127e-07,9,64800,3780
"NNB","2,1,0,3,3","AABDDDEEE",5.70914565130292e-08,9,54000,5040
"NNB","2,1,0,2,4","AABDDEEEE",2.37881068804289e-08,9,45000,3780
"NNB","2,1,0,1,5","AABDEEEEE",9.9117112001787e-09,9,37500,1512
"NNB","2,1,0,0,6","AABEEEEEE",4.12987966674112e-09,9,31250,252
"NNB","2,0,7,0,0","AACCCCCCC",5.64502926947675e-06,9,78125,36
"NNB","2,0,6,1,0","AACCCCCCD",4.5160234155814e-06,9,93750,252
"NNB","2,0,6,0,1","AACCCCCCE",1.88167642315892e-06,9,78125,252
"NNB","2,0,5,2,0","AACCCCCDD",3.61281873246514e-06,9,112500,756
"NNB","2,0,5,1,1","AACCCCCDE",1.50534113852714e-06,9,93750,1512
"NNB","2,0,5,0,2","AACCCCCEE",6.27225474386308e-07,9,78125,756
"NNB","2,0,4,3,0","AACCCCDDD",2.89025498597211e-06,9,135000,1260
"NNB","2,0,4,2,1","AACCCCDDE",1.20427291082171e-06,9,112500,3780
"NNB","2,0,4,1,2","AACCCCDEE",5.01780379509046e-07,9,93750,3780
"NNB","2,0,4,0,3","AACCCCEEE",2.09075158128769e-07,9,78125,1260
"NNB","2,0,3,4,0","AACCCDDDD",2.3122039887777e-06,9,162000,1260
"NNB","2,0,3,3,1","AACCCDDDE",9.63418328657373e-07,9,135000,5040
"NNB","2,0,3,2,2","AACCCDDEE",4.01424303607239e-07,9,112500,7560
"NNB","2,0,3,1,3","AACCCDEEE",1.67260126503015e-07,9,93750,5040
"NNB","2,0,3,0,4","AACCCEEEE",6.96917193762565e-08,9,78125,1260
"NNB","2,0,2,5,0","AACCDDDDD",1.84976319102215e-06,9,194400,756
"NNB","2,0,2,4,1","AACCDDDDE",7.70734662925894e-07,9,162000,3780
"NNB","2,0,2,3,2","AACCDDDEE",3.2113944288579e-07,9,135000,7560
"NNB","2,0,2,2,3","AACCDDEEE",1.33808101202412e-07,9,112500,7560
"NNB","2,0,2,1,4","AACCDEEEE",5.57533755010052e-08,9,93750,3780
"NNB","2,0,2,0,5","AACCEEEEE",2.32305731254188e-08,9,78125,756
"NNB","2,0,1,6,0","AACDDDDDD",1.47981055281773e-06,9,233280,252
"NNB","2,0,1,5,1","AACDDDDDE",6.16587730340719e-07,9,194400,1512
"NNB","2,0,1,4,2","AACDDDDEE",2.56911554308633e-07,9,162000,3780
"NNB","2,0,1,3,3","AACDDDEEE",1.0704648096193e-07,9,135000,5040
"NNB","2,0,1,2,4","AACDDEEEE",4.46027004008042e-08,9,112500,3780
"NNB","2,0,1,1,5","AACDEEEEE",1.8584458500335e-08,9,93750,1512
"NNB","2,0,1,0,6","AACEEEEEE",7.7435243751396e-09,9,78125,252
"NNB","2,0,0,7,0","AADDDDDDD",1.18384844225417e-06,9,279936,36
"NNB","2,0,0,6,1","AADDDDDDE",4.93270184272571e-07,9,233280,252
"NNB","2,0,0,5,2","AADDDDDEE",2.05529243446904e-07,9,194400,756
"NNB","2,0,0,4,3","AADDDDEEE",8.56371847695436e-08,9,162000,1260
"NNB","2,0,0,3,4","AADDDEEEE",3.56821603206432e-08,9,135000,1260
"NNB","2,0,0,2,5","AADDEEEEE",1.4867566800268e-08,9,112500,756
"NNB","2,0,0,1,6","AADEEEEEE",6.19481950011166e-09,9,93750,252
"NNB","2,0,0,0,7","AAEEEEEEE",2.5811747917132e-09,9,78125,36
"NNB","1,8,0,0,0","ABBBBBBBB",1.10860613156678e-07,9,256,9
"NNB","1,7,1,0,0","ABBBBBBBC",2.07863649668772e-07,9,640,72
"NNB","1,7,0,1,0","ABBBBBBBD",1.66290919735017e-07,9,768,72
"NNB","1,7,0,0,1","ABBBBBBBE",6.92878832229237e-08,9,640,72
"NNB","1,6,2,0,0","ABBBBBBCC",3.89744343128946e-07,9,1600,252
"NNB","1,6,1,1,0","ABBBBBBCD",3.11795474503157e-07,9,1920,504
"NNB","1,6,1,0,1","ABBBBBBCE",1.29914781042982e-07,9,1600,504
"NNB","1,6,0,2,0","ABBBBBBDD",2.49436379602526e-07,9,2304,252
"NNB","1,6,0,1,1","ABBBBBBDE",1.03931824834386e-07,9,1920,504
"NNB","1,6,0,0,2","ABBBBBBEE",4.33049270143274e-08,9,1600,252
"NNB","1,5,3,0,0","ABBBBBCCC",7.30770643366772e-07,9,4000,504
"NNB","1,5,2,1,0","ABBBBBCCD",5.84616514693418e-07,9,4800,1512
"NNB","1,5,2,0,1","ABBBBBCCE",2.43590214455591e-07,9,4000,1512
