"scheme","Counts","samp.encoding","probs","k","di","choices"
"NNN","4,3,2,1,0","AAAABBBCCD",2.36604163763082e-07,10,81000,12600
"NNN","4,3,2,0,1","AAAABBBCCE",2.95755204703853e-08,10,20250,12600
"NNN","4,3,1,2,0","AAAABBBCDD",1.2618888734031e-06,10,648000,12600
"NNN","4,3,1,1,1","AAAABBBCDE",1.57736109175388e-07,10,162000,25200
"NNN","4,3,1,0,2","AAAABBBCEE",1.97170136469235e-08,10,40500,12600
"NNN","4,3,0,3,0","AAAABBBDDD",6.73007399148323e-06,10,5184000,4200
"NNN","4,3,0,2,1","AAAABBBDDE",8.41259248935404e-07,10,1296000,12600
"NNN","4,3,0,1,2","AAAABBBDEE",1.05157406116926e-07,10,324000,12600
"NNN","4,3,0,0,3","AAAABBBEEE",1.31446757646157e-08,10,81000,4200
"NNN","4,2,4,0,0","AAAABBCCCC",6.6544921058367e-09,10,2025,3150
"NNN","4,2,3,1,0","AAAABBCCCD",3.54906245644624e-08,10,16200,12600
"NNN","4,2,3,0,1","AAAABBCCCE",4.4363280705578e-09,10,4050,12600
"NNN","4,2,2,2,0","AAAABBCCDD",1.89283331010466e-07,10,129600,18900
"NNN","4,2,2,1,1","AAAABBCCDE",2.36604163763082e-08,10,32400,37800
"NNN","4,2,2,0,2","AAAABBCCEE",2.95755204703853e-09,10,8100,18900
"NNN","4,2,1,3,0","AAAABBCDDD",1.00951109872249e-06,10,1036800,12600
"NNN","4,2,1,2,1","AAAABBCDDE",1.26188887340311e-07,10,259200,37800
"NNN","4,2,1,1,2","AAAABBCDEE",1.57736109175389e-08,10,64800,37800
"NNN","4,2,1,0,3","AAAABBCEEE",1.97170136469235e-09,10,16200,12600
"NNN","4,2,0,4,0","AAAABBDDDD",5.38405919318661e-06,10,8294400,3150
"NNN","4,2,0,3,1","AAAABBDDDE",6.73007399148326e-07,10,2073600,12600
"NNN","4,2,0,2,2","AAAABBDDEE",8.41259248935404e-08,10,518400,18900
"NNN","4,2,0,1,3","AAAABBDEEE",1.05157406116926e-08,10,129600,12600
"NNN","4,2,0,0,4","AAAABBEEEE",1.31446757646157e-09,10,32400,3150
"NNN","4,1,5,0,0","AAAABCCCCC",9.98173815875507e-10,10,405,1260
"NNN","4,1,4,1,0","AAAABCCCCD",5.32359368466938e-09,10,3240,6300
"NNN","4,1,4,0,1","AAAABCCCCE",6.65449210583672e-10,10,810,6300
"NNN","4,1,3,2,0","AAAABCCCDD",2.83924996515699e-08,10,25920,12600
"NNN","4,1,3,1,1","AAAABCCCDE",3.54906245644623e-09,10,6480,25200
"NNN","4,1,3,0,2","AAAABCCCEE",4.43632807055779e-10,10,1620,12600
"NNN","4,1,2,3,0","AAAABCCDDD",1.51426664808373e-07,10,207360,12600
"NNN","4,1,2,2,1","AAAABCCDDE",1.89283331010466e-08,10,51840,37800
"NNN","4,1,2,1,2","AAAABCCDEE",2.36604163763083e-09,10,12960,37800
"NNN","4,1,2,0,3","AAAABCCEEE",2.95755204703853e-10,10,3240,12600
"NNN","4,1,1,4,0","AAAABCDDDD",8.07608878977985e-07,10,1658880,6300
"NNN","4,1,1,3,1","AAAABCDDDE",1.00951109872248e-07,10,414720,25200
"NNN","4,1,1,2,2","AAAABCDDEE",1.2618888734031e-08,10,103680,37800
"NNN","4,1,1,1,3","AAAABCDEEE",1.57736109175389e-09,10,25920,25200
"NNN","4,1,1,0,4","AAAABCEEEE",1.97170136469235e-10,10,6480,6300
"NNN","4,1,0,5,0","AAAABDDDDD",4.3072473545493e-06,10,13271040,1260
"NNN","4,1,0,4,1","AAAABDDDDE",5.38405919318662e-07,10,3317760,6300
"NNN","4,1,0,3,2","AAAABDDDEE",6.73007399148326e-08,10,829440,12600
"NNN","4,1,0,2,3","AAAABDDEEE",8.41259248935407e-09,10,207360,12600
"NNN","4,1,0,1,4","AAAABDEEEE",1.05157406116926e-09,10,51840,6300
"NNN","4,1,0,0,5","AAAABEEEEE",1.31446757646157e-10,10,12960,1260
"NNN","4,0,6,0,0","AAAACCCCCC",1.49726072381325e-10,10,81,210
"NNN","4,0,5,1,0","AAAACCCCCD",7.98539052700402e-10,10,648,1260
"NNN","4,0,5,0,1","AAAACCCCCE",9.98173815875502e-11,10,162,1260
"NNN","4,0,4,2,0","AAAACCCCDD",4.25887494773548e-09,10,5184,3150
"NNN","4,0,4,1,1","AAAACCCCDE",5.32359368466936e-10,10,1296,6300
"NNN","4,0,4,0,2","AAAACCCCEE",6.65449210583668e-11,10,324,3150
"NNN","4,0,3,3,0","AAAACCCDDD",2.27139997212558e-08,10,41472,4200
"NNN","4,0,3,2,1","AAAACCCDDE",2.83924996515698e-09,10,10368,12600
"NNN","4,0,3,1,2","AAAACCCDEE",3.54906245644623e-10,10,2592,12600
"NNN","4,0,3,0,3","AAAACCCEEE",4.4363280705578e-11,10,648,4200
"NNN","4,0,2,4,0","AAAACCDDDD",1.21141331846698e-07,10,331776,3150
"NNN","4,0,2,3,1","AAAACCDDDE",1.51426664808373e-08,10,82944,12600
"NNN","4,0,2,2,2","AAAACCDDEE",1.89283331010466e-09,10,20736,18900
"NNN","4,0,2,1,3","AAAACCDEEE",2.36604163763083e-10,10,5184,12600
"NNN","4,0,2,0,4","AAAACCEEEE",2.95755204703853e-11,10,1296,3150
"NNN","4,0,1,5,0","AAAACDDDDD",6.46087103182392e-07,10,2654208,1260
"NNN","4,0,1,4,1","AAAACDDDDE",8.0760887897799e-08,10,663552,6300
"NNN","4,0,1,3,2","AAAACDDDEE",1.00951109872249e-08,10,165888,12600
"NNN","4,0,1,2,3","AAAACDDEEE",1.26188887340311e-09,10,41472,12600
"NNN","4,0,1,1,4","AAAACDEEEE",1.57736109175389e-10,10,10368,6300
"NNN","4,0,1,0,5","AAAACEEEEE",1.97170136469235e-11,10,2592,1260
"NNN","4,0,0,6,0","AAAADDDDDD",3.4457978836394e-06,10,21233664,210
"NNN","4,0,0,5,1","AAAADDDDDE",4.30724735454925e-07,10,5308416,1260
"NNN","4,0,0,4,2","AAAADDDDEE",5.38405919318658e-08,10,1327104,3150
"NNN","4,0,0,3,3","AAAADDDEEE",6.73007399148323e-09,10,331776,4200
"NNN","4,0,0,2,4","AAAADDEEEE",8.41259248935404e-10,10,82944,3150
"NNN","4,0,0,1,5","AAAADEEEEE",1.05157406116926e-10,10,20736,1260
"NNN","4,0,0,0,6","AAAAEEEEEE",1.31446757646157e-11,10,5184,210
"NNN","3,7,0,0,0","AAABBBBBBB",1.46051952940174e-05,10,2109375,120
"NNN","3,6,1,0,0","AAABBBBBBC",2.19077929410262e-06,10,421875,840
"NNN","3,6,0,1,0","AAABBBBBBD",1.1684156235214e-05,10,3375000,840
"NNN","3,6,0,0,1","AAABBBBBBE",1.46051952940174e-06,10,843750,840
"NNN","3,5,2,0,0","AAABBBBBCC",3.28616894115393e-07,10,84375,2520
"NNN","3,5,1,1,0","AAABBBBBCD",1.7526234352821e-06,10,675000,5040
"NNN","3,5,1,0,1","AAABBBBBCE",2.19077929410262e-07,10,168750,5040
"NNN","3,5,0,2,0","AAABBBBBDD",9.34732498817118e-06,10,5400000,2520
"NNN","3,5,0,1,1","AAABBBBBDE",1.1684156235214e-06,10,1350000,5040
"NNN","3,5,0,0,2","AAABBBBBEE",1.46051952940174e-07,10,337500,2520
"NNN","3,4,3,0,0","AAABBBBCCC",4.92925341173089e-08,10,16875,4200
"NNN","3,4,2,1,0","AAABBBBCCD",2.62893515292314e-07,10,135000,12600
"NNN","3,4,2,0,1","AAABBBBCCE",3.28616894115392e-08,10,33750,12600
"NNN","3,4,1,2,0","AAABBBBCDD",1.40209874822567e-06,10,1080000,12600
"NNN","3,4,1,1,1","AAABBBBCDE",1.75262343528209e-07,10,270000,25200
"NNN","3,4,1,0,2","AAABBBBCEE",2.19077929410261e-08,10,67500,12600
"NNN","3,4,0,3,0","AAABBBBDDD",7.4778599905369e-06,10,8640000,4200
"NNN","3,4,0,2,1","AAABBBBDDE",9.34732498817112e-07,10,2160000,12600
"NNN","3,4,0,1,2","AAABBBBDEE",1.16841562352139e-07,10,540000,12600
"NNN","3,4,0,0,3","AAABBBBEEE",1.46051952940174e-08,10,135000,4200
"NNN","3,3,4,0,0","AAABBBCCCC",7.39388011759633e-09,10,3375,4200
"NNN","3,3,3,1,0","AAABBBCCCD",3.9434027293847e-08,10,27000,16800
"NNN","3,3,3,0,1","AAABBBCCCE",4.92925341173089e-09,10,6750,16800
"NNN","3,3,2,2,0","AAABBBCCDD",2.10314812233851e-07,10,216000,25200
"NNN","3,3,2,1,1","AAABBBCCDE",2.62893515292314e-08,10,54000,50400
"NNN","3,3,2,0,2","AAABBBCCEE",3.28616894115392e-09,10,13500,25200
"NNN","3,3,1,3,0","AAABBBCDDD",1.12167899858054e-06,10,1728000,16800
"NNN","3,3,1,2,1","AAABBBCDDE",1.40209874822567e-07,10,432000,50400
"NNN","3,3,1,1,2","AAABBBCDEE",1.75262343528209e-08,10,108000,50400
"NNN","3,3,1,0,3","AAABBBCEEE",2.19077929410261e-09,10,27000,16800
"NNN","3,3,0,4,0","AAABBBDDDD",5.98228799242957e-06,10,13824000,4200
"NNN","3,3,0,3,1","AAABBBDDDE",7.47785999053695e-07,10,3456000,16800
"NNN","3,3,0,2,2","AAABBBDDEE",9.34732498817119e-08,10,864000,25200
"NNN","3,3,0,1,3","AAABBBDEEE",1.16841562352139e-08,10,216000,16800
"NNN","3,3,0,0,4","AAABBBEEEE",1.46051952940174e-09,10,54000,4200
"NNN","3,2,5,0,0","AAABBCCCCC",1.10908201763945e-09,10,675,2520
"NNN","3,2,4,1,0","AAABBCCCCD",5.91510409407708e-09,10,5400,12600
"NNN","3,2,4,0,1","AAABBCCCCE",7.39388011759634e-10,10,1350,12600
"NNN","3,2,3,2,0","AAABBCCCDD",3.15472218350777e-08,10,43200,25200
"NNN","3,2,3,1,1","AAABBCCCDE",3.94340272938471e-09,10,10800,50400
"NNN","3,2,3,0,2","AAABBCCCEE",4.92925341173089e-10,10,2700,25200
"NNN","3,2,2,3,0","AAABBCCDDD",1.68251849787081e-07,10,345600,25200
"NNN","3,2,2,2,1","AAABBCCDDE",2.10314812233851e-08,10,86400,75600
"NNN","3,2,2,1,2","AAABBCCDEE",2.62893515292314e-09,10,21600,75600
"NNN","3,2,2,0,3","AAABBCCEEE",3.28616894115392e-10,10,5400,25200
"NNN","3,2,1,4,0","AAABBCDDDD",8.97343198864429e-07,10,2764800,12600
"NNN","3,2,1,3,1","AAABBCDDDE",1.12167899858053e-07,10,691200,50400
"NNN","3,2,1,2,2","AAABBCDDEE",1.40209874822567e-08,10,172800,75600
"NNN","3,2,1,1,3","AAABBCDEEE",1.75262343528209e-09,10,43200,50400
"NNN","3,2,1,0,4","AAABBCEEEE",2.19077929410261e-10,10,10800,12600
"NNN","3,2,0,5,0","AAABBDDDDD",4.78583039394366e-06,10,22118400,2520
"NNN","3,2,0,4,1","AAABBDDDDE",5.98228799242957e-07,10,5529600,12600
"NNN","3,2,0,3,2","AAABBDDDEE",7.47785999053696e-08,10,1382400,25200
"NNN","3,2,0,2,3","AAABBDDEEE",9.34732498817119e-09,10,345600,25200
"NNN","3,2,0,1,4","AAABBDEEEE",1.16841562352139e-09,10,86400,12600
"NNN","3,2,0,0,5","AAABBEEEEE",1.46051952940174e-10,10,21600,2520
"NNN","3,1,6,0,0","AAABCCCCCC",1.66362302645918e-10,10,135,840
"NNN","3,1,5,1,0","AAABCCCCCD",8.87265614111561e-10,10,1080,5040
"NNN","3,1,5,0,1","AAABCCCCCE",1.10908201763945e-10,10,270,5040
"NNN","3,1,4,2,0","AAABCCCCDD",4.73208327526166e-09,10,8640,12600
"NNN","3,1,4,1,1","AAABCCCCDE",5.91510409407709e-10,10,2160,25200
"NNN","3,1,4,0,2","AAABCCCCEE",7.39388011759634e-11,10,540,12600
"NNN","3,1,3,3,0","AAABCCCDDD",2.52377774680622e-08,10,69120,16800
"NNN","3,1,3,2,1","AAABCCCDDE",3.15472218350777e-09,10,17280,50400
"NNN","3,1,3,1,2","AAABCCCDEE",3.94340272938471e-10,10,4320,50400
"NNN","3,1,3,0,3","AAABCCCEEE",4.92925341173088e-11,10,1080,16800
"NNN","3,1,2,4,0","AAABCCDDDD",1.34601479829665e-07,10,552960,12600
"NNN","3,1,2,3,1","AAABCCDDDE",1.68251849787081e-08,10,138240,50400
"NNN","3,1,2,2,2","AAABCCDDEE",2.10314812233851e-09,10,34560,75600
"NNN","3,1,2,1,3","AAABCCDEEE",2.62893515292315e-10,10,8640,50400
"NNN","3,1,2,0,4","AAABCCEEEE",3.28616894115393e-11,10,2160,12600
"NNN","3,1,1,5,0","AAABCDDDDD",7.17874559091545e-07,10,4423680,5040
"NNN","3,1,1,4,1","AAABCDDDDE",8.97343198864431e-08,10,1105920,25200
"NNN","3,1,1,3,2","AAABCDDDEE",1.12167899858054e-08,10,276480,50400
"NNN","3,1,1,2,3","AAABCDDEEE",1.40209874822567e-09,10,69120,50400
"NNN","3,1,1,1,4","AAABCDEEEE",1.75262343528209e-10,10,17280,25200
"NNN","3,1,1,0,5","AAABCEEEEE",2.19077929410261e-11,10,4320,5040
"NNN","3,1,0,6,0","AAABDDDDDD",3.82866431515493e-06,10,35389440,840
"NNN","3,1,0,5,1","AAABDDDDDE",4.78583039394367e-07,10,8847360,5040
"NNN","3,1,0,4,2","AAABDDDDEE",5.98228799242957e-08,10,2211840,12600
"NNN","3,1,0,3,3","AAABDDDEEE",7.47785999053695e-09,10,552960,16800
"NNN","3,1,0,2,4","AAABDDEEEE",9.34732498817119e-10,10,138240,12600
"NNN","3,1,0,1,5","AAABDEEEEE",1.16841562352139e-10,10,34560,5040
"NNN","3,1,0,0,6","AAABEEEEEE",1.46051952940174e-11,10,8640,840
"NNN","3,0,7,0,0","AAACCCCCCC",2.49543453968876e-11,10,27,120
"NNN","3,0,6,1,0","AAACCCCCCD",1.33089842116734e-10,10,216,840
"NNN","3,0,6,0,1","AAACCCCCCE",1.66362302645917e-11,10,54,840
"NNN","3,0,5,2,0","AAACCCCCDD",7.09812491289248e-10,10,1728,2520
"NNN","3,0,5,1,1","AAACCCCCDE",8.8726561411156e-11,10,432,5040
"NNN","3,0,5,0,2","AAACCCCCEE",1.10908201763945e-11,10,108,2520
"NNN","3,0,4,3,0","AAACCCCDDD",3.78566662020933e-09,10,13824,4200
"NNN","3,0,4,2,1","AAACCCCDDE",4.73208327526167e-10,10,3456,12600
"NNN","3,0,4,1,2","AAACCCCDEE",5.91510409407706e-11,10,864,12600
"NNN","3,0,4,0,3","AAACCCCEEE",7.39388011759634e-12,10,216,4200
"NNN","3,0,3,4,0","AAACCCDDDD",2.01902219744497e-08,10,110592,4200
"NNN","3,0,3,3,1","AAACCCDDDE",2.52377774680622e-09,10,27648,16800
"NNN","3,0,3,2,2","AAACCCDDEE",3.15472218350777e-10,10,6912,25200
"NNN","3,0,3,1,3","AAACCCDEEE",3.94340272938471e-11,10,1728,16800
"NNN","3,0,3,0,4","AAACCCEEEE",4.92925341173089e-12,10,432,4200
"NNN","3,0,2,5,0","AAACCDDDDD",1.07681183863732e-07,10,884736,2520
"NNN","3,0,2,4,1","AAACCDDDDE",1.34601479829665e-08,10,221184,12600
"NNN","3,0,2,3,2","AAACCDDDEE",1.68251849787082e-09,10,55296,25200
"NNN","3,0,2,2,3","AAACCDDEEE",2.10314812233851e-10,10,13824,25200
"NNN","3,0,2,1,4","AAACCDEEEE",2.62893515292315e-11,10,3456,12600
"NNN","3,0,2,0,5","AAACCEEEEE",3.28616894115393e-12,10,864,2520
"NNN","3,0,1,6,0","AAACDDDDDD",5.7429964727324e-07,10,7077888,840
"NNN","3,0,1,5,1","AAACDDDDDE",7.1787455909155e-08,10,1769472,5040
"NNN","3,0,1,4,2","AAACDDDDEE",8.97343198864438e-09,10,442368,12600
"NNN","3,0,1,3,3","AAACDDDEEE",1.12167899858055e-09,10,110592,16800
"NNN","3,0,1,2,4","AAACDDEEEE",1.40209874822568e-10,10,27648,12600
"NNN","3,0,1,1,5","AAACDEEEEE",1.75262343528209e-11,10,6912,5040
"NNN","3,0,1,0,6","AAACEEEEEE",2.19077929410261e-12,10,1728,840
"NNN","3,0,0,7,0","AAADDDDDDD",3.06293145212393e-06,10,56623104,120
"NNN","3,0,0,6,1","AAADDDDDDE",3.82866431515491e-07,10,14155776,840
"NNN","3,0,0,5,2","AAADDDDDEE",4.78583039394363e-08,10,3538944,2520
"NNN","3,0,0,4,3","AAADDDDEEE",5.98228799242953e-09,10,884736,4200
"NNN","3,0,0,3,4","AAADDDEEEE",7.47785999053692e-10,10,221184,4200
"NNN","3,0,0,2,5","AAADDEEEEE",9.34732498817112e-11,10,55296,2520
"NNN","3,0,0,1,6","AAADEEEEEE",1.16841562352139e-11,10,13824,840
"NNN","3,0,0,0,7","AAAEEEEEEE",1.46051952940174e-12,10,3456,120
"NNN","2,8,0,0,0","AABBBBBBBB",1.62279947711304e-05,10,3515625,45
"NNN","2,7,1,0,0","AABBBBBBBC",2.43419921566955e-06,10,703125,360
"NNN","2,7,0,1,0","AABBBBBBBD",1.29823958169043e-05,10,5625000,360
"NNN","2,7,0,0,1","AABBBBBBBE",1.62279947711304e-06,10,1406250,360
"NNN","2,6,2,0,0","AABBBBBBCC",3.65129882350433e-07,10,140625,1260
"NNN","2,6,1,1,0","AABBBBBBCD",1.94735937253564e-06,10,1125000,2520
"NNN","2,6,1,0,1","AABBBBBBCE",2.43419921566955e-07,10,281250,2520
"NNN","2,6,0,2,0","AABBBBBBDD",1.03859166535234e-05,10,9e+06,1260
"NNN","2,6,0,1,1","AABBBBBBDE",1.29823958169043e-06,10,2250000,2520
"NNN","2,6,0,0,2","AABBBBBBEE",1.62279947711304e-07,10,562500,1260
"NNN","2,5,3,0,0","AABBBBBCCC",5.47694823525652e-08,10,28125,2520
"NNN","2,5,2,1,0","AABBBBBCCD",2.92103905880347e-07,10,225000,7560
"NNN","2,5,2,0,1","AABBBBBCCE",3.65129882350434e-08,10,56250,7560
"NNN","2,5,1,2,0","AABBBBBCDD",1.55788749802851e-06,10,1800000,7560
"NNN","2,5,1,1,1","AABBBBBCDE",1.94735937253564e-07,10,450000,15120
"NNN","2,5,1,0,2","AABBBBBCEE",2.43419921566955e-08,10,112500,7560
"NNN","2,5,0,3,0","AABBBBBDDD",8.30873332281877e-06,10,14400000,2520
"NNN","2,5,0,2,1","AABBBBBDDE",1.03859166535234e-06,10,3600000,7560
"NNN","2,5,0,1,2","AABBBBBDEE",1.29823958169043e-07,10,9e+05,7560
"NNN","2,5,0,0,3","AABBBBBEEE",1.62279947711304e-08,10,225000,2520
"NNN","2,4,4,0,0","AABBBBCCCC",8.21542235288477e-09,10,5625,3150
"NNN","2,4,3,1,0","AABBBBCCCD",4.3815585882052e-08,10,45000,12600
"NNN","2,4,3,0,1","AABBBBCCCE",5.47694823525651e-09,10,11250,12600
"NNN","2,4,2,2,0","AABBBBCCDD",2.33683124704278e-07,10,360000,18900
"NNN","2,4,2,1,1","AABBBBCCDE",2.92103905880347e-08,10,90000,37800
"NNN","2,4,2,0,2","AABBBBCCEE",3.65129882350434e-09,10,22500,18900
"NNN","2,4,1,3,0","AABBBBCDDD",1.24630999842282e-06,10,2880000,12600
"NNN","2,4,1,2,1","AABBBBCDDE",1.55788749802852e-07,10,720000,37800
"NNN","2,4,1,1,2","AABBBBCDEE",1.94735937253565e-08,10,180000,37800
"NNN","2,4,1,0,3","AABBBBCEEE",2.43419921566955e-09,10,45000,12600
"NNN","2,4,0,4,0","AABBBBDDDD",6.646986658255e-06,10,23040000,3150
"NNN","2,4,0,3,1","AABBBBDDDE",8.30873332281875e-07,10,5760000,12600
"NNN","2,4,0,2,2","AABBBBDDEE",1.03859166535235e-07,10,1440000,18900
"NNN","2,4,0,1,3","AABBBBDEEE",1.29823958169043e-08,10,360000,12600
"NNN","2,4,0,0,4","AABBBBEEEE",1.62279947711304e-09,10,90000,3150
"NNN","2,3,5,0,0","AABBBCCCCC",1.23231335293272e-09,10,1125,2520
"NNN","2,3,4,1,0","AABBBCCCCD",6.57233788230783e-09,10,9000,12600
"NNN","2,3,4,0,1","AABBBCCCCE",8.21542235288478e-10,10,2250,12600
"NNN","2,3,3,2,0","AABBBCCCDD",3.50524687056417e-08,10,72000,25200
"NNN","2,3,3,1,1","AABBBCCCDE",4.38155858820522e-09,10,18000,50400
"NNN","2,3,3,0,2","AABBBCCCEE",5.47694823525655e-10,10,4500,25200
"NNN","2,3,2,3,0","AABBBCCDDD",1.86946499763423e-07,10,576000,25200
"NNN","2,3,2,2,1","AABBBCCDDE",2.33683124704278e-08,10,144000,75600
"NNN","2,3,2,1,2","AABBBCCDEE",2.92103905880348e-09,10,36000,75600
"NNN","2,3,2,0,3","AABBBCCEEE",3.65129882350434e-10,10,9000,25200
"NNN","2,3,1,4,0","AABBBCDDDD",9.97047998738254e-07,10,4608000,12600
"NNN","2,3,1,3,1","AABBBCDDDE",1.24630999842282e-07,10,1152000,50400
"NNN","2,3,1,2,2","AABBBCDDEE",1.55788749802852e-08,10,288000,75600
"NNN","2,3,1,1,3","AABBBCDEEE",1.94735937253565e-09,10,72000,50400
"NNN","2,3,1,0,4","AABBBCEEEE",2.43419921566956e-10,10,18000,12600
"NNN","2,3,0,5,0","AABBBDDDDD",5.31758932660402e-06,10,36864000,2520
"NNN","2,3,0,4,1","AABBBDDDDE",6.64698665825502e-07,10,9216000,12600
"NNN","2,3,0,3,2","AABBBDDDEE",8.30873332281875e-08,10,2304000,25200
"NNN","2,3,0,2,3","AABBBDDEEE",1.03859166535235e-08,10,576000,25200
"NNN","2,3,0,1,4","AABBBDEEEE",1.29823958169043e-09,10,144000,12600
"NNN","2,3,0,0,5","AABBBEEEEE",1.62279947711304e-10,10,36000,2520
"NNN","2,2,6,0,0","AABBCCCCCC",1.84847002939908e-10,10,225,1260
"NNN","2,2,5,1,0","AABBCCCCCD",9.85850682346178e-10,10,1800,7560
"NNN","2,2,5,0,1","AABBCCCCCE",1.23231335293272e-10,10,450,7560
"NNN","2,2,4,2,0","AABBCCCCDD",5.25787030584627e-09,10,14400,18900
"NNN","2,2,4,1,1","AABBCCCCDE",6.57233788230784e-10,10,3600,37800
"NNN","2,2,4,0,2","AABBCCCCEE",8.21542235288482e-11,10,900,18900
"NNN","2,2,3,3,0","AABBCCCDDD",2.80419749645133e-08,10,115200,25200
"NNN","2,2,3,2,1","AABBCCCDDE",3.50524687056417e-09,10,28800,75600
"NNN","2,2,3,1,2","AABBCCCDEE",4.38155858820522e-10,10,7200,75600
"NNN","2,2,3,0,3","AABBCCCEEE",5.47694823525655e-11,10,1800,25200
"NNN","2,2,2,4,0","AABBCCDDDD",1.49557199810738e-07,10,921600,18900
"NNN","2,2,2,3,1","AABBCCDDDE",1.86946499763422e-08,10,230400,75600
"NNN","2,2,2,2,2","AABBCCDDEE",2.33683124704278e-09,10,57600,113400
"NNN","2,2,2,1,3","AABBCCDEEE",2.92103905880347e-10,10,14400,75600
"NNN","2,2,2,0,4","AABBCCEEEE",3.65129882350434e-11,10,3600,18900
"NNN","2,2,1,5,0","AABBCDDDDD",7.97638398990607e-07,10,7372800,7560
"NNN","2,2,1,4,1","AABBCDDDDE",9.97047998738258e-08,10,1843200,37800
"NNN","2,2,1,3,2","AABBCDDDEE",1.24630999842282e-08,10,460800,75600
"NNN","2,2,1,2,3","AABBCDDEEE",1.55788749802852e-09,10,115200,75600
"NNN","2,2,1,1,4","AABBCDEEEE",1.94735937253565e-10,10,28800,37800
"NNN","2,2,1,0,5","AABBCEEEEE",2.43419921566956e-11,10,7200,7560
"NNN","2,2,0,6,0","AABBDDDDDD",4.25407146128323e-06,10,58982400,1260
"NNN","2,2,0,5,1","AABBDDDDDE",5.31758932660404e-07,10,14745600,7560
"NNN","2,2,0,4,2","AABBDDDDEE",6.64698665825502e-08,10,3686400,18900
"NNN","2,2,0,3,3","AABBDDDEEE",8.30873332281878e-09,10,921600,25200
"NNN","2,2,0,2,4","AABBDDEEEE",1.03859166535235e-09,10,230400,18900
"NNN","2,2,0,1,5","AABBDEEEEE",1.29823958169043e-10,10,57600,7560
"NNN","2,2,0,0,6","AABBEEEEEE",1.62279947711304e-11,10,14400,1260
"NNN","2,1,7,0,0","AABCCCCCCC",2.77270504409862e-11,10,45,360
"NNN","2,1,6,1,0","AABCCCCCCD",1.47877602351926e-10,10,360,2520
"NNN","2,1,6,0,1","AABCCCCCCE",1.84847002939908e-11,10,90,2520
"NNN","2,1,5,2,0","AABCCCCCDD",7.88680545876941e-10,10,2880,7560
"NNN","2,1,5,1,1","AABCCCCCDE",9.85850682346177e-11,10,720,15120
"NNN","2,1,5,0,2","AABCCCCCEE",1.23231335293272e-11,10,180,7560
"NNN","2,1,4,3,0","AABCCCCDDD",4.20629624467701e-09,10,23040,12600
"NNN","2,1,4,2,1","AABCCCCDDE",5.25787030584628e-10,10,5760,37800
"NNN","2,1,4,1,2","AABCCCCDEE",6.57233788230784e-11,10,1440,37800
"NNN","2,1,4,0,3","AABCCCCEEE",8.21542235288482e-12,10,360,12600
"NNN","2,1,3,4,0","AABCCCDDDD",2.24335799716107e-08,10,184320,12600
"NNN","2,1,3,3,1","AABCCCDDDE",2.80419749645134e-09,10,46080,50400
"NNN","2,1,3,2,2","AABCCCDDEE",3.50524687056417e-10,10,11520,75600
"NNN","2,1,3,1,3","AABCCCDEEE",4.38155858820523e-11,10,2880,50400
"NNN","2,1,3,0,4","AABCCCEEEE",5.47694823525655e-12,10,720,12600
"NNN","2,1,2,5,0","AABCCDDDDD",1.19645759848591e-07,10,1474560,7560
"NNN","2,1,2,4,1","AABCCDDDDE",1.49557199810739e-08,10,368640,37800
"NNN","2,1,2,3,2","AABCCDDDEE",1.86946499763423e-09,10,92160,75600
"NNN","2,1,2,2,3","AABCCDDEEE",2.33683124704279e-10,10,23040,75600
"NNN","2,1,2,1,4","AABCCDEEEE",2.92103905880348e-11,10,5760,37800
"NNN","2,1,2,0,5","AABCCEEEEE",3.65129882350437e-12,10,1440,7560
"NNN","2,1,1,6,0","AABCDDDDDD",6.38110719192489e-07,10,11796480,2520
"NNN","2,1,1,5,1","AABCDDDDDE",7.97638398990611e-08,10,2949120,15120
"NNN","2,1,1,4,2","AABCDDDDEE",9.97047998738265e-09,10,737280,37800
"NNN","2,1,1,3,3","AABCDDDEEE",1.24630999842283e-09,10,184320,50400
"NNN","2,1,1,2,4","AABCDDEEEE",1.55788749802853e-10,10,46080,37800
"NNN","2,1,1,1,5","AABCDEEEEE",1.94735937253566e-11,10,11520,15120
"NNN","2,1,1,0,6","AABCEEEEEE",2.43419921566958e-12,10,2880,2520
"NNN","2,1,0,7,0","AABDDDDDDD",3.40325716902657e-06,10,94371840,360
"NNN","2,1,0,6,1","AABDDDDDDE",4.25407146128322e-07,10,23592960,2520
"NNN","2,1,0,5,2","AABDDDDDEE",5.31758932660404e-08,10,5898240,7560
"NNN","2,1,0,4,3","AABDDDDEEE",6.64698665825502e-09,10,1474560,12600
"NNN","2,1,0,3,4","AABDDDEEEE",8.30873332281878e-10,10,368640,12600
"NNN","2,1,0,2,5","AABDDEEEEE",1.03859166535235e-10,10,92160,7560
"NNN","2,1,0,1,6","AABDEEEEEE",1.29823958169043e-11,10,23040,2520
"NNN","2,1,0,0,7","AABEEEEEEE",1.62279947711304e-12,10,5760,360
"NNN","2,0,8,0,0","AACCCCCCCC",4.15905756614797e-12,10,9,45
"NNN","2,0,7,1,0","AACCCCCCCD",2.21816403527891e-11,10,72,360
"NNN","2,0,7,0,1","AACCCCCCCE",2.77270504409864e-12,10,18,360
"NNN","2,0,6,2,0","AACCCCCCDD",1.18302081881542e-10,10,576,1260
